cultexp
eng	3220.794
fra	943.637
deu	874.747
ita	764.923
spa	733.794
rus	410.17
ara	220.21
nld	219.858
por	209.416
hbs	141.348
twit.eig
eng	1
msa	0.822992157666438
spa	0.693458419022746
por	0.570558612190604
fra	0.508144128194999
nld	0.475438332157707
ita	0.473361877348239
ces	0.427695513933462
kor	0.397599449640275
deu	0.345795250405766
wiki.eig
eng	1
deu	0.881853885828307
fra	0.818472173093031
spa	0.722866816754267
jpn	0.716780194239307
ita	0.667877418887979
rus	0.641438481118609
swe	0.637980708718282
nld	0.582232256103462
pol	0.521210982692337
book.eig
eng	1
deu	0.948573661161242
fra	0.908485778147257
rus	0.857987629055576
spa	0.777157259129472
ita	0.666951794601442
swe	0.571497110044563
pol	0.547185866425526
nld	0.540485899013472
dan	0.502651584265193
country_code	total_exports
US	2284
GB	1072
FR	809
IT	757
DE	692
RU	354
ES	280
NL	158
TR	142
PL	141
AT	134
