"SUID","639_1","639_2","639_2_B","639_3","Common_Twitter_Wiki_Code","Documentation","Element_Scope","Family_Code","Family_Name","Final_Name","Lang_Name","Language_Type","LogNumSpeaker","name","Num_Speakers_M","Partner_Agency","Primary_Family_Code","Primary_Family_Name","Reference_Name","selected","shared name","Status","Twitter_CLD_Only_Code","Viz_Family_Code","Viz_Family_Name","Wiki_Only_Code"
"956","","","","evn","","SIL","I","","","Evenki","","L",,"evn",,"SIL","","Altaic","Evenki","false","evn","A","","","",""
"957","","enm","","enm","","LL","I","gem","Germanic","Middle English (1100-1500)","Middle English","H","0.0","enm","1.0E-6","JAC","ine","Indo-European","Middle English (1100-1500)","false","enm","A","","gem","Germanic",""
"958","zu","zul","","zul","zu","SIL","I","nic","Niger-Kordofanian","Zulu","Zulu","L","7.414973347970818","zul","26.0","JAC","nic","Niger-Kordofanian","Zulu","false","zul","A","","nic","Niger-Kordofanian",""
"959","zh","zho","chi","zho","zh","SIL","M","zhx","Sinitic","Chinese","Chinese","L","9.19728055812562","zho","1575.0","JAC","sit","Sino-Tibetan","Chinese","false","zho","A","zh-TW","sit","Sino-Tibetan",""
"960","xh","xho","","xho","xh","SIL","I","nic","Niger-Kordofanian","Xhosa","Xhosa","L","6.903089986991944","xho","8.0","JAC","nic","Niger-Kordofanian","Xhosa","false","xho","A","","nic","Niger-Kordofanian",""
"961","th","tha","","tha","th","SIL","I","tai","Tai","Thai","Thai","L","7.863322860120456","tha","73.0","JAC","tai","Tai","Thai","false","tha","A","","tai","Tai",""
"962","ss","ssw","","ssw","ss","SIL","I","nic","Niger-Kordofanian","Swati","Swati","L","6.477121254719663","ssw","3.0","JAC","nic","Niger-Kordofanian","Swati","false","ssw","A","","nic","Niger-Kordofanian",""
"963","pt","por","","por","pt","SIL","I","itc","Italic","Portuguese","Portuguese","L","8.462397997898956","por","290.0","JAC","ine","Indo-European","Portuguese","false","por","A","","itc","Italic",""
"964","my","mya","bur","mya","my","SIL","I","tbq","Tibeto-Burman","Burmese","Burmese","L","7.7160033436347994","mya","52.0","JAC","sit","Sino-Tibetan","Burmese","false","mya","A","","sit","Sino-Tibetan",""
"965","mi","mri","mao","mri","mi","SIL","I","poz","Malayo-Polynesian","Maori","Maori","L","5.195899652409234","mri","0.157","JAC","map","Austronesian","Maori","false","mri","A","","poz","Malayo-Polynesian",""
"966","ko","kor","","kor","ko","SIL","I","","Korean","Korean","Korean","L","7.892094602690481","kor","78.0","JAC","tut","Altaic","Korean","false","kor","A","","","Korean",""
"967","ja","jpn","","jpn","ja","SIL","I","jpx","Japanese","Japanese","Japanese","L","8.12057393120585","jpn","132.0","JAC","tut","Altaic","Japanese","false","jpn","A","","jpx","Japanese",""
"968","he","heb","","heb","he","SIL","I","sem","Semitic","Hebrew","Hebrew","L","7.0","heb","10.0","JAC","afa","Afro-Asiatic","Hebrew","false","heb","A","","sem","Semitic",""
"969","gd","gla","","gla","gd","SIL","I","cel","Celtic","Scottish Gaelic","Scottish Gaelic","L","4.845098040014257","gla","0.07","JAC","ine","Indo-European","Scottish Gaelic","false","gla","A","","cel","Celtic",""
"970","fi","fin","","fin","fi","SIL","I","urj","Uralic","Finnish","Finnish","L","6.778151250383644","fin","6.0","JAC","urj","Uralic","Finnish","false","fin","A","","urj","Uralic",""
"971","tl","tgl","","tgl","","SIL","I","poz","Malayo-Polynesian","Filipino (macrolanguage)","Filipino","L","7.954242509439325","fil","90.0","JAC","map","Austronesian","Tagalog","false","fil","A","","poz","Malayo-Polynesian","tl"
"972","","","","vro","","SIL","I","urj","Uralic","Estonian","Estonian","L","6.02938377768521","est","1.07","SIL","urj","Uralic","Võro","false","est","A","","urj","Uralic","fiu_vro"
"973","el","ell","gre","ell","el","SIL","I","grk","Greek","Modern Greek (1453-)","Modern Greek","L","7.176091259055681","ell","15.0","JAC","ine","Indo-European","Modern Greek (1453-)","false","ell","A","","grk","Greek",""
"974","","egy","","egy","","LL","I","","","Egyptian (Ancient)","","A",,"egy",,"JAC","","Afro-Asiatic","Egyptian (Ancient)","false","egy","A","","","",""
"975","","dum","","dum","","LL","I","","","Middle Dutch (ca. 1050-1350)","","H",,"dum",,"JAC","","Indo-European","Middle Dutch (ca. 1050-1350)","false","dum","A","","","",""
"976","","","","dlg","","SIL","I","","","Dolgan","","L",,"dlg",,"SIL","","Altaic","Dolgan","false","dlg","A","","","",""
"977","","","","djk","","SIL","I","","","Eastern Maroon Creole","","L",,"djk",,"SIL","","Creoles and pidgins","Eastern Maroon Creole","false","djk","A","","","",""
"978","","","","djj","","SIL","I","","","Djeebbana","","L",,"djj",,"SIL","","Other","Djeebbana","false","djj","A","","","",""
"979","sl","slv","","slv","sl","SIL","I","sla","Slavic","Slovenian","Slovenian","L","6.301029995663981","slv","2.0","JAC","ine","Indo-European","Slovenian","false","slv","A","","sla","Slavic",""
"980","rm","roh","","roh","rm","SIL","I","itc","Italic","Romansh","Romansh","L","4.544068044350276","roh","0.035","JAC","ine","Indo-European","Romansh","false","roh","A","","itc","Italic",""
"981","pl","pol","","pol","pl","SIL","I","sla","Slavic","Polish","Polish","L","7.633468455579586","pol","43.0","JAC","ine","Indo-European","Polish","false","pol","A","","sla","Slavic",""
"982","lt","lit","","lit","lt","SIL","I","bat","Baltic","Lithuanian","Lithuanian","L","6.6020599913279625","lit","4.0","JAC","ine","Indo-European","Lithuanian","false","lit","A","","bat","Baltic",""
"983","","","","lvs","","SIL","I","bat","Baltic","Latvian","Latvian","L","6.332438459915605","lav","2.15","SIL","ine","Indo-European","Standard Latvian","false","lav","A","","bat","Baltic",""
"984","it","ita","","ita","it","SIL","I","itc","Italic","Italian","Italian","L","7.845098040014257","ita","70.0","JAC","ine","Indo-European","Italian","false","ita","A","","itc","Italic",""
"985","","gsw","","gsw","","SIL","I","gem","Germanic","Swiss German","Swiss German","L","6.698970004336019","gsw","5.0","JAC","ine","Indo-European","Swiss German","false","gsw","A","","gem","Germanic",""
"986","","dar","","dar","","SIL","I","ccn","North Caucasian","Dargwa","Dargwa","L","5.707570176097937","dar","0.51","JAC","cau","Caucasian","Dargwa","false","dar","A","","cau","Caucasian",""
"987","sv","swe","","swe","sv","SIL","I","gem","Germanic","Swedish","Swedish","L","7.0","swe","10.0","JAC","ine","Indo-European","Swedish","false","swe","A","","gem","Germanic",""
"988","so","som","","som","so","SIL","I","cus","Cushitic","Somali","Somali","L","7.146128035678238","som","14.0","JAC","afa","Afro-Asiatic","Somali","false","som","A","","","Afro-Asiatic (Other)",""
"989","no","nor","","nor","","SIL","M","gem","Germanic","Norwegian","Norwegian","L","6.698970004336019","nor","5.0","JAC","ine","Indo-European","Norwegian","false","nor","A","","gem","Germanic","no"
"990","kl","kal","","kal","kl","SIL","I","esx","Eskimo-Aleut","Kalaallisut","Kalaallisut","L","4.698970004336019","kal","0.05","JAC","","Other","Kalaallisut","false","kal","A","","esx","Eskimo-Aleut",""
"991","is","isl","ice","isl","is","SIL","I","gem","Germanic","Icelandic","Icelandic","L","5.505149978319906","isl","0.32","JAC","ine","Indo-European","Icelandic","false","isl","A","","gem","Germanic",""
"992","iu","iku","","iku","iu","SIL","M","esx","Eskimo-Aleut","Inuktitut","Inuktitut","L","4.477121254719663","iku","0.03","JAC","","Other","Inuktitut","false","iku","A","","esx","Eskimo-Aleut",""
"993","fo","fao","","fao","fo","SIL","I","gem","Germanic","Faroese","Faroese","L","4.845098040014257","fao","0.07","JAC","ine","Indo-European","Faroese","false","fao","A","","gem","Germanic",""
"994","da","dan","","dan","da","SIL","I","gem","Germanic","Danish","Danish","L","6.778151250383644","dan","6.0","JAC","ine","Indo-European","Danish","false","dan","A","","gem","Germanic",""
"995","cy","cym","wel","cym","cy","SIL","I","cel","Celtic","Welsh","Welsh","L","5.8750612633917","cym","0.75","JAC","ine","Indo-European","Welsh","false","cym","A","","cel","Celtic",""
"996","","crh","","crh","","SIL","I","trk","Turkic","Crimean Tatar","Crimean Tatar","L","5.658964842664435","crh","0.456","JAC","tut","Altaic","Crimean Tatar","false","crh","A","","trk","Turkic",""
"997","","","","otw","","SIL","I","","","Ojibwa","","L",,"oji",,"SIL","","Amerindian","Ottawa","false","oji","A","","","",""
"998","","dak","","dak","","SIL","I","","","Dakota","","L",,"dak",,"JAC","","Amerindian","Dakota","false","dak","A","","","",""
"999","","","","cwd","","SIL","I","aql","Algic","Cree","Cree","L","5.068185861746161","cre","0.117","SIL","","Amerindian","Woods Cree","false","cre","A","","nai","North American Indian",""
"1000","co","cos","","cos","co","SIL","I","itc","Italic","Corsican","Corsican","L","5.3979400086720375","cos","0.25","JAC","ine","Indo-European","Corsican","false","cos","A","","itc","Italic",""
"1001","kw","cor","","cor","","SIL","I","cel","Celtic","Cornish","Cornish","L","3.6020599913279625","cor","0.0040","JAC","ine","Indo-European","Cornish","false","cor","A","","cel","Celtic","kw"
"1002","","cop","","cop","","","I","","","Coptic","","E",,"cop",,"JAC","","Afro-Asiatic","Coptic","false","cop","A","","","",""
"1003","","","","ckt","","SIL","I","","","Chukot","","L",,"ckt",,"SIL","","Other","Chukot","false","ckt","A","","","",""
"1004","cv","chv","","chv","","SIL","I","trk","Turkic","Chuvash","Chuvash","L","6.0","chv","1.0","JAC","tut","Altaic","Chuvash","false","chv","A","","trk","Turkic","cv"
"1005","sr","srp","","srp","sr","SIL","I","sla","Slavic","Serbo-Croatian","Serbo-Croatian","L","7.361727836017593","hbs","23.0","JAC","ine","Indo-European","Serbian","false","hbs","A","","sla","Slavic",""
"1006","cu","chu","","chu","","","I","sla","Slavic","Church Slavic","Church Slavic","A","0.0","chu","1.0E-6","JAC","ine","Indo-European","Church Slavic","false","chu","A","","sla","Slavic","cu"
"1007","","chp","","chp","","SIL","I","ath","Athapascan","Chipewyan","Chipewyan","L","4.0","chp","0.01","JAC","","Amerindian","Chipewyan","false","chp","A","","nai","North American Indian",""
"1008","","","","mrj","","SIL","I","urj","Uralic","Mari (Russia)","Mari (Russia)","L","5.778151250383644","chm","0.6","SIL","urj","Uralic","Western Mari","false","chm","A","","urj","Uralic",""
"1009","ce","che","","che","","SIL","I","cau","Caucasian","Chechen","Chechen","L","6.0","che","1.0","JAC","cau","Caucasian","Chechen","false","che","A","","cau","Caucasian","ce"
"1010","sk","slk","slo","slk","sk","SIL","I","sla","Slavic","Slovak","Slovak","L","6.845098040014257","slk","7.0","JAC","ine","Indo-European","Slovak","false","slk","A","","sla","Slavic",""
"1011","hu","hun","","hun","hu","SIL","I","urj","Uralic","Hungarian","Hungarian","L","7.176091259055681","hun","15.0","JAC","urj","Uralic","Hungarian","false","hun","A","","urj","Uralic",""
"1012","de","deu","ger","deu","de","SIL","I","gem","Germanic","German","German","L","8.267171728403014","deu","185.0","JAC","ine","Indo-European","German","false","deu","A","","gem","Germanic",""
"1013","cs","ces","cze","ces","cs","SIL","I","sla","Slavic","Czech","Czech","L","7.079181246047625","ces","12.0","JAC","ine","Indo-European","Czech","false","ces","A","","sla","Slavic",""
"1014","gl","glg","","glg","gl","SIL","I","itc","Italic","Galician","Galician","L","6.6020599913279625","glg","4.0","JAC","ine","Indo-European","Galician","false","glg","A","","itc","Italic",""
"1015","eu","eus","baq","eus","eu","SIL","I","euq","Basque","Basque","Basque","L","6.0","eus","1.0","JAC","","Other","Basque","false","eus","A","","euq","Basque",""
"1016","ca","cat","","cat","ca","SIL","I","itc","Italic","Catalan","Catalan","L","6.954242509439325","cat","9.0","JAC","ine","Indo-European","Catalan","false","cat","A","","itc","Italic",""
"1017","bg","bul","","bul","bg","SIL","I","sla","Slavic","Bulgarian","Bulgarian","L","7.079181246047625","bul","12.0","JAC","ine","Indo-European","Bulgarian","false","bul","A","","sla","Slavic",""
"1018","","","","bxu","","SIL","I","xgn","Mongolian","Buriat","Buriat","L","5.6020599913279625","bua","0.4","SIL","tut","Altaic","China Buriat","false","bua","A","","xgn","Mongolian",""
"1019","br","bre","","bre","br","SIL","I","cel","Celtic","Breton","Breton","L","5.3979400086720375","bre","0.25","JAC","ine","Indo-European","Breton","false","bre","A","","cel","Celtic",""
"1020","bo","bod","tib","bod","bo","SIL","I","tbq","Tibeto-Burman","Tibetan","Tibetan","L","6.845098040014257","bod","7.0","JAC","sit","Sino-Tibetan","Tibetan","false","bod","A","","sit","Sino-Tibetan",""
"1021","","","","spv","","SIL","I","inc","Indic","Oriya macrolanguage","Oriya","L","7.491361693834273","ori","31.0","SIL","ine","Indo-European","Sambalpuri","false","ori","A","","inc","Indic",""
"1022","ml","mal","","mal","ml","SIL","I","dra","Dravidian","Malayalam","Malayalam","L","7.568201724066995","mal","37.0","JAC","dra","Dravidian","Malayalam","false","mal","A","","dra","Dravidian",""
"1023","hi","hin","","hin","hi","SIL","I","inc","Indic","Hindi","Hindi","L","8.740362689494244","hin","550.0","JAC","ine","Indo-European","Hindi","false","hin","A","","inc","Indic",""
"1024","gu","guj","","guj","gu","SIL","I","inc","Indic","Gujarati","Gujarati","L","7.662757831681574","guj","46.0","JAC","ine","Indo-European","Gujarati","false","guj","A","","inc","Indic",""
"1025","bn","ben","","ben","bn","SIL","I","inc","Indic","Bengali","Bengali","L","8.361727836017593","ben","230.0","JAC","ine","Indo-European","Bengali","false","ben","A","","inc","Indic",""
"1026","be","bel","","bel","be","SIL","I","sla","Slavic","Belarusian","Belarusian","L","6.778151250383644","bel","6.0","JAC","ine","Indo-European","Belarusian","false","bel","A","","sla","Slavic",""
"1027","","","","bdm","","SIL","I","","","Buduma","","L",,"bdm",,"SIL","","Afro-Asiatic","Buduma","false","bdm","A","","","",""
"1028","bm","bam","","bam","","SIL","I","nic","Niger-Kordofanian","Bambara","Bambara","L","6.778151250383644","bam","6.0","JAC","nic","Niger-Kordofanian","Bambara","false","bam","A","","nic","Niger-Kordofanian","bm"
"1029","ba","bak","","bak","ba","SIL","I","trk","Turkic","Bashkir","Bashkir","L","6.301029995663981","bak","2.0","JAC","tut","Altaic","Bashkir","false","bak","A","","trk","Turkic",""
"1030","","","","azj","","SIL","I","trk","Turkic","Azerbaijani","Azerbaijani","L","7.431363764158987","aze","27.0","SIL","tut","Altaic","North Azerbaijani","false","aze","A","","trk","Turkic",""
"1031","av","ava","","ava","","SIL","I","cau","Caucasian","Avaric","Avaric","L","4.778151250383644","ava","0.06","JAC","cau","Caucasian","Avaric","false","ava","A","","cau","Caucasian","av"
"1032","es","spa","","spa","es","SIL","I","itc","Italic","Spanish","Spanish","L","8.698970004336019","spa","500.0","JAC","ine","Indo-European","Spanish","false","spa","A","","itc","Italic",""
"1033","","ast","","ast","","SIL","I","itc","Italic","Asturian","Asturian","L","5.439332693830263","ast","0.275","JAC","ine","Indo-European","Asturian","false","ast","A","","itc","Italic",""
"1034","as","asm","","asm","as","SIL","I","inc","Indic","Assamese","Assamese","L","7.113943352306837","asm","13.0","JAC","ine","Indo-European","Assamese","false","asm","A","","inc","Indic",""
"1035","","arc","","arc","","LL","I","sem","Semitic","Official Aramaic (700-300 BCE)","Official Aramaic","A","6.301029995663981","arc","2.0","JAC","afa","Afro-Asiatic","Official Aramaic (700-300 BCE)","false","arc","A","","sem","Semitic",""
"1036","ur","urd","","urd","ur","SIL","I","inc","Indic","Urdu","Urdu","L","7.778151250383644","urd","60.0","JAC","ine","Indo-European","Urdu","false","urd","A","","inc","Indic",""
"1037","tr","tur","","tur","tr","SIL","I","trk","Turkic","Turkish","Turkish","L","7.845098040014257","tur","70.0","JAC","tut","Altaic","Turkish","false","tur","A","","trk","Turkic",""
"1038","sq","sqi","alb","sqi","sq","SIL","M","sqj","Albanian","Albanian","Albanian","L","7.204119982655925","sqi","16.0","JAC","ine","Indo-European","Albanian","false","sqi","A","","sqj","Albanian",""
"1039","","","","zsm","","SIL","I","poz","Malayo-Polynesian","Malay (macrolanguage)","Malay","L","8.477121254719663","msa","300.0","SIL","map","Austronesian","Standard Malay","false","msa","A","","poz","Malayo-Polynesian",""
"1040","fr","fra","fre","fra","fr","SIL","I","itc","Italic","French","French","L","8.301029995663981","fra","200.0","JAC","ine","Indo-European","French","false","fra","A","","itc","Italic",""
"1041","","","","prs","","SIL","I","ira","Iranian","Persian","Persian","L","8.02938377768521","fas","107.0","SIL","ine","Indo-European","Dari","false","fas","A","","ira","Iranian",""
"1042","","","","ssh","","SIL","I","sem","Semitic","Arabic","Arabic","L","8.724275869600788","ara","530.0","SIL","afa","Afro-Asiatic","Shihhi Arabic","false","ara","A","","sem","Semitic",""
"1043","","ang","","ang","","LL","I","gem","Germanic","Old English (ca. 450-1100)","Old English","H","0.0","ang","1.0E-6","JAC","ine","Indo-European","Old English (ca. 450-1100)","false","ang","A","","gem","Germanic",""
"1044","","alt","","alt","","SIL","I","trk","Turkic","Southern Altai","Southern Altai","L","4.845098040014257","alt","0.07","JAC","tut","Altaic","Southern Altai","false","alt","A","","trk","Turkic",""
"1045","","akk","","akk","","LL","I","","","Akkadian","","A",,"akk",,"JAC","","Afro-Asiatic","Akkadian","false","akk","A","","","",""
"1046","nl","nld","dut","nld","nl","SIL","I","gem","Germanic","Dutch","Dutch","L","7.431363764158987","nld","27.0","JAC","ine","Indo-European","Dutch","false","nld","A","","gem","Germanic",""
"1047","en","eng","","eng","en","SIL","I","gem","Germanic","English","English","L","9.176091259055681","eng","1500.0","JAC","ine","Indo-European","English","false","eng","A","","gem","Germanic",""
"1048","af","afr","","afr","af","SIL","I","gem","Germanic","Afrikaans","Afrikaans","L","7.113943352306837","afr","13.0","JAC","ine","Indo-European","Afrikaans","false","afr","A","","gem","Germanic",""
"1049","","ady","","ady","","SIL","I","ccn","North Caucasian","Adyghe","Adyghe","L","5.698970004336019","ady","0.5","JAC","cau","Caucasian","Adyghe","false","ady","A","","cau","Caucasian",""
"1050","","","","abq","","SIL","I","","","Abaza","","L",,"abq",,"SIL","","Caucasian","Abaza","false","abq","A","","","",""
"1051","ru","rus","","rus","ru","SIL","I","sla","Slavic","Russian","Russian","L","8.444044795918076","rus","278.0","JAC","ine","Indo-European","Russian","false","rus","A","","sla","Slavic",""
"1052","ab","abk","","abk","ab","SIL","I","cau","Caucasian","Abkhazian","Abkhazian","L","5.096910013008056","abk","0.125","JAC","cau","Caucasian","Abkhazian","false","abk","A","","cau","Caucasian",""
