cultexp
eng	1598.267
deu	505.757
fra	444.715
spa	297.104
rus	263.201
ita	193.893
pol	99.786
ara	91.384
nld	79.258
jpn	73
twit.eig
eng	1
msa	0.822992157666438
spa	0.693458419022746
por	0.570558612190605
fra	0.508144128195
nld	0.475438332157708
ita	0.473361877348239
ces	0.427695513933462
kor	0.397599449640275
deu	0.345795250405766
wiki.eig
eng	1
deu	0.881853885828307
fra	0.818472173093031
spa	0.722866816754266
jpn	0.716780194239307
ita	0.667877418887979
rus	0.641438481118608
swe	0.637980708718282
nld	0.582232256103462
pol	0.521210982692337
book.eig
eng	1
deu	0.948573661161242
fra	0.908485778147255
rus	0.857987629055576
spa	0.777157259129471
ita	0.666951794601442
swe	0.571497110044562
pol	0.547185866425525
nld	0.540485899013471
dan	0.502651584265193
country_code	total_exports
US	1218
GB	493
DE	395
FR	387
RU	232
IT	190
PL	101
AT	86
JP	73
ES	71
IN	67
