SourceLanguageCode	TargetLanguageCode	SourceLanguageName	TargetLanguageName	SourcePopulation	TargetPopulations	Coocurrences	PhiCorrelation	Tstatistic
chm	xho	Mari (Russia)	Xhosa	118	58	0	 -0.00003228	 -0.00016774
chm	yid	Mari (Russia)	Yiddish	118	329	1	  0.00499885	  0.10365961
chm	yor	Mari (Russia)	Yoruba	118	165	1	  0.00711261	  0.03695915
chm	zea	Mari (Russia)	Zeeuws	118	161	1	  0.00720176	  0.04380770
chm	zha	Mari (Russia)	Zhuang	118	177	1	  0.00686347	  0.03566446
chm	zho	Mari (Russia)	Chinese	118	19201	1	  0.00007732	  0.01734729
chm	zul	Mari (Russia)	Zulu	118	18	0	 -0.00001798	 -0.00009344
chm	zza	Mari (Russia)	Zaza	118	142	1	  0.00767517	  0.05372779
cho	aar	Choctaw	Afar	4	5	0	 -0.00000174	 -0.00000247
cho	abk	Choctaw	Abkhazian	4	9	0	 -0.00000234	 -0.00000844
cho	afr	Choctaw	Afrikaans	4	776	0	 -0.00002174	 -0.00049052
cho	aka	Choctaw	Akan	4	183	0	 -0.00001056	 -0.00005685
cho	amh	Choctaw	Amharic	4	81	0	 -0.00000702	 -0.00005706
cho	ang	Choctaw	Old English (ca. 450-1100)	4	135	0	 -0.00000907	 -0.00008310
cho	ara	Choctaw	Arabic	4	6361	0	 -0.00006232	 -0.00841997
cho	arc	Choctaw	Official Aramaic (700-300 BCE)	4	157	0	 -0.00000978	 -0.00004262
cho	arg	Choctaw	Aragonese	4	377	0	 -0.00001515	 -0.00017866
cho	asm	Choctaw	Assamese	4	146	0	 -0.00000943	 -0.00008001
cho	ast	Choctaw	Asturian	4	341	0	 -0.00001441	 -0.00021181
cho	ava	Choctaw	Avaric	4	105	0	 -0.00000800	 -0.00002652
cho	aym	Choctaw	Aymara	4	118	0	 -0.00000848	 -0.00003791
cho	aze	Choctaw	Azerbaijani	4	1111	0	 -0.00002602	 -0.00097381
cho	bak	Choctaw	Bashkir	4	190	0	 -0.00001076	 -0.00007453
cho	bam	Choctaw	Bambara	4	12	0	 -0.00000270	 -0.00000897
cho	bar	Choctaw	Bavarian	4	515	0	 -0.00001771	 -0.00033135
cho	bel	Choctaw	Belarusian	4	507	0	 -0.00001757	 -0.00038179
cho	ben	Choctaw	Bengali	4	843	0	 -0.00002266	 -0.00071948
cho	bik	Choctaw	Bikol	4	58	0	 -0.00000594	 -0.00002912
cho	bis	Choctaw	Bislama	4	52	0	 -0.00000563	 -0.00002388
cho	bod	Choctaw	Tibetan	4	155	0	 -0.00000972	 -0.00009166
cho	bpy	Choctaw	Bishnupriya	4	116	0	 -0.00000841	 -0.00003362
cho	bre	Choctaw	Breton	4	359	0	 -0.00001479	 -0.00025655
cho	bua	Choctaw	Buriat	4	117	0	 -0.00000844	 -0.00003044
cho	bug	Choctaw	Buginese	4	143	0	 -0.00000933	 -0.00003959
cho	bul	Choctaw	Bulgarian	4	4122	0	 -0.00005014	 -0.00412484
cho	cat	Choctaw	Catalan	4	8075	0	 -0.00007024	 -0.00734499
cho	ceb	Choctaw	Cebuano	4	139	0	 -0.00000920	 -0.00008532
cho	ces	Choctaw	Czech	4	8493	0	 -0.00007204	 -0.00888952
cho	cha	Choctaw	Chamorro	4	62	0	 -0.00000614	 -0.00002038
cho	che	Choctaw	Chechen	4	121	0	 -0.00000858	 -0.00005694
cho	chm	Choctaw	Mari (Russia)	4	118	0	 -0.00000848	 -0.00004405
cho	chr	Choctaw	Cherokee	4	68	0	 -0.00000644	 -0.00003344
cho	chu	Choctaw	Church Slavic	4	178	0	 -0.00001041	 -0.00006748
cho	chv	Choctaw	Chuvash	4	238	0	 -0.00001204	 -0.00011165
cho	chy	Choctaw	Cheyenne	4	61	0	 -0.00000610	 -0.00001493
cho	cor	Choctaw	Cornish	4	65	0	 -0.00000629	 -0.00004221
cho	cos	Choctaw	Corsican	4	66	0	 -0.00000634	 -0.00004528
cho	cre	Choctaw	Cree	4	23	0	 -0.00000374	 -0.00001449
cho	crh	Choctaw	Crimean Tatar	4	139	0	 -0.00000920	 -0.00005205
cho	csb	Choctaw	Kashubian	4	89	0	 -0.00000736	 -0.00006376
cho	cym	Choctaw	Welsh	4	496	0	 -0.00001738	 -0.00037279
cho	dan	Choctaw	Danish	4	8164	0	 -0.00007062	 -0.00782234
cho	deu	Choctaw	German	4	103768	0	 -0.00025663	 -0.12151857
cho	div	Choctaw	Dhivehi	4	168	0	 -0.00001012	 -0.00007224
cho	dsb	Choctaw	Lower Sorbian	4	174	0	 -0.00001029	 -0.00005147
cho	dzo	Choctaw	Dzongkha	4	108	0	 -0.00000811	 -0.00002433
cho	ell	Choctaw	Modern Greek (1453-)	4	3789	0	 -0.00004807	 -0.00373539
cho	eml	Choctaw	Emiliano-Romagnolo	4	110	0	 -0.00000818	 -0.00006848
cho	eng	Choctaw	English	4	273987	0	 -0.00043224	 -0.54490137
cho	epo	Choctaw	Esperanto	4	2310	0	 -0.00003752	 -0.00158491
cho	est	Choctaw	Estonian	4	1956	0	 -0.00003453	 -0.00189205
cho	eus	Choctaw	Basque	4	1093	0	 -0.00002581	 -0.00091162
cho	ewe	Choctaw	Ewe	4	128	0	 -0.00000883	 -0.00003949
cho	ext	Choctaw	Extremaduran	4	139	0	 -0.00000920	 -0.00005205
cho	fao	Choctaw	Faroese	4	288	0	 -0.00001324	 -0.00015101
cho	fas	Choctaw	Persian	4	4738	0	 -0.00005377	 -0.00636164
cho	fij	Choctaw	Fijian	4	104	0	 -0.00000796	 -0.00002106
cho	fil	Choctaw	Filipino (macrolanguage)	4	713	0	 -0.00002084	 -0.00059277
cho	fin	Choctaw	Finnish	4	11484	0	 -0.00008382	 -0.01209074
cho	fra	Choctaw	French	4	69366	1	  0.00171629	  0.64855375
cho	frp	Choctaw	Arpitan	4	150	0	 -0.00000956	 -0.00004874
cho	fry	Choctaw	Western Frisian	4	357	0	 -0.00001475	 -0.00019618
cho	ful	Choctaw	Fulah	4	101	0	 -0.00000784	 -0.00002353
cho	fur	Choctaw	Friulian	4	98	0	 -0.00000773	 -0.00006180
cho	gla	Choctaw	Scottish Gaelic	4	270	0	 -0.00001282	 -0.00013752
cho	gle	Choctaw	Irish	4	523	0	 -0.00001785	 -0.00036968
cho	glg	Choctaw	Galician	4	1541	0	 -0.00003064	 -0.00120019
cho	glk	Choctaw	Gilaki	4	184	0	 -0.00001059	 -0.00009817
cho	glv	Choctaw	Manx	4	119	0	 -0.00000851	 -0.00003993
cho	got	Choctaw	Gothic	4	134	0	 -0.00000903	 -0.00004332
cho	grn	Choctaw	Guarani	4	155	0	 -0.00000972	 -0.00006801
cho	guj	Choctaw	Gujarati	4	319	0	 -0.00001394	 -0.00023941
cho	hat	Choctaw	Haitian	4	190	0	 -0.00001076	 -0.00008538
cho	hau	Choctaw	Hausa	4	157	0	 -0.00000978	 -0.00003659
cho	haw	Choctaw	Hawaiian	4	120	0	 -0.00000855	 -0.00003420
cho	hbs	Choctaw	Serbo-Croatian	4	7389	0	 -0.00006718	 -0.00701324
cho	heb	Choctaw	Hebrew	4	6538	0	 -0.00006318	 -0.00870790
cho	hif	Choctaw	Fiji Hindi	4	68	0	 -0.00000644	 -0.00006719
cho	hin	Choctaw	Hindi	4	1178	0	 -0.00002679	 -0.00101273
cho	hsb	Choctaw	Upper Sorbian	4	234	0	 -0.00001194	 -0.00008525
cho	hun	Choctaw	Hungarian	4	9488	0	 -0.00007615	 -0.01022605
cho	hye	Choctaw	Armenian	4	575	0	 -0.00001871	 -0.00047197
cho	ibo	Choctaw	Igbo	4	55	0	 -0.00000579	 -0.00002005
cho	ido	Choctaw	Ido	4	235	0	 -0.00001196	 -0.00010291
cho	iii	Choctaw	Sichuan Yi	4	2	0	 -0.00000110	 -0.00000110
cho	iku	Choctaw	Inuktitut	4	18	0	 -0.00000331	 -0.00001147
cho	ile	Choctaw	Interlingue	4	26	0	 -0.00000398	 -0.00001823
cho	ilo	Choctaw	Iloko	4	84	0	 -0.00000715	 -0.00004291
cho	ina	Choctaw	Interlingua (International Auxiliary Language Association)	4	200	0	 -0.00001104	 -0.00012965
cho	ipk	Choctaw	Inupiaq	4	56	0	 -0.00000584	 -0.00001545
cho	isl	Choctaw	Icelandic	4	956	0	 -0.00002413	 -0.00083286
cho	ita	Choctaw	Italian	4	33146	0	 -0.00014300	 -0.03863196
cho	jav	Choctaw	Javanese	4	339	0	 -0.00001437	 -0.00021792
cho	jbo	Choctaw	Lojban	4	169	0	 -0.00001015	 -0.00007455
cho	jpn	Choctaw	Japanese	4	28951	0	 -0.00013354	 -0.04282692
cho	kaa	Choctaw	Kara-Kalpak	4	104	0	 -0.00000796	 -0.00002106
cho	kab	Choctaw	Kabyle	4	168	0	 -0.00001012	 -0.00007008
cho	kal	Choctaw	Kalaallisut	4	55	0	 -0.00000579	 -0.00003170
cho	kan	Choctaw	Kannada	4	354	0	 -0.00001468	 -0.00033900
cho	kas	Choctaw	Kashmiri	4	10	0	 -0.00000247	 -0.00000653
cho	kat	Choctaw	Georgian	4	700	0	 -0.00002065	 -0.00070361
cho	kau	Choctaw	Kanuri	4	9	0	 -0.00000234	 -0.00000468
cho	kaz	Choctaw	Kazakh	4	349	0	 -0.00001458	 -0.00035233
cho	khm	Choctaw	Central Khmer	4	96	0	 -0.00000765	 -0.00012954
cho	kik	Choctaw	Kikuyu	4	3	0	 -0.00000135	 -0.00000135
cho	kin	Choctaw	Kinyarwanda	4	19	0	 -0.00000340	 -0.00001076
cho	kir	Choctaw	Kirghiz	4	116	0	 -0.00000841	 -0.00011087
cho	kom	Choctaw	Komi	4	22	0	 -0.00000366	 -0.00001595
cho	kon	Choctaw	Kongo	4	14	0	 -0.00000292	 -0.00000968
cho	kor	Choctaw	Korean	4	5941	0	 -0.00006022	 -0.00772646
cho	ksh	Choctaw	KÌ¦lsch	4	117	0	 -0.00000844	 -0.00008140
cho	kur	Choctaw	Kurdish	4	373	0	 -0.00001507	 -0.00027005
cho	lao	Choctaw	Lao	4	59	0	 -0.00000599	 -0.00005086
cho	lat	Choctaw	Latin	4	1932	0	 -0.00003431	 -0.00127148
cho	lav	Choctaw	Latvian	4	1069	0	 -0.00002552	 -0.00101441
cho	lbe	Choctaw	Lak	4	30	0	 -0.00000427	 -0.00001599
cho	lij	Choctaw	Ligurian	4	112	0	 -0.00000826	 -0.00005722
cho	lim	Choctaw	Limburgan	4	194	0	 -0.00001087	 -0.00013792
cho	lin	Choctaw	Lingala	4	19	0	 -0.00000340	 -0.00001020
cho	lit	Choctaw	Lithuanian	4	1979	0	 -0.00003473	 -0.00207854
cho	lmo	Choctaw	Lombard	4	231	0	 -0.00001186	 -0.00014283
cho	ltz	Choctaw	Luxembourgish	4	551	0	 -0.00001832	 -0.00043315
cho	lug	Choctaw	Ganda	4	3	0	 -0.00000135	 -0.00000302
cho	mah	Choctaw	Marshallese	4	3	0	 -0.00000135	 -0.00000135
cho	mal	Choctaw	Malayalam	4	965	0	 -0.00002425	 -0.00091785
cho	mar	Choctaw	Marathi	4	465	0	 -0.00001683	 -0.00041634
cho	mdf	Choctaw	Moksha	4	124	0	 -0.00000869	 -0.00002607
cho	mkd	Choctaw	Macedonian	4	943	0	 -0.00002397	 -0.00093815
cho	mlg	Choctaw	Malagasy	4	163	0	 -0.00000996	 -0.00007456
cho	mlt	Choctaw	Maltese	4	132	0	 -0.00000897	 -0.00010340
cho	mol	Choctaw	Moldavian	4	43	0	 -0.00000512	 -0.00003316
cho	mon	Choctaw	Mongolian	4	307	0	 -0.00001367	 -0.00026970
cho	mri	Choctaw	Maori	4	201	0	 -0.00001106	 -0.00007745
cho	msa	Choctaw	Malay (macrolanguage)	4	5532	0	 -0.00005811	 -0.00609497
cho	mus	Choctaw	Creek	4	4	0	 -0.00000156	 -0.00000156
cho	mya	Choctaw	Burmese	4	90	0	 -0.00000740	 -0.00009365
cho	myv	Choctaw	Erzya	4	32	0	 -0.00000441	 -0.00001592
cho	mzn	Choctaw	Mazanderani	4	51	0	 -0.00000557	 -0.00003153
cho	nap	Choctaw	Neapolitan	4	157	0	 -0.00000978	 -0.00009972
cho	nau	Choctaw	Nauru	4	39	0	 -0.00000487	 -0.00001887
cho	nav	Choctaw	Navajo	4	48	0	 -0.00000541	 -0.00002357
cho	ndo	Choctaw	Ndonga	4	5	1	  0.22360545	  0.22941427
cho	nds	Choctaw	Low German	4	340	0	 -0.00001439	 -0.00019992
cho	nep	Choctaw	Nepali macrolanguage	4	275	0	 -0.00001294	 -0.00018620
cho	new	Choctaw	Newari	4	171	0	 -0.00001021	 -0.00005682
cho	nld	Choctaw	Dutch	4	26888	0	 -0.00012864	 -0.02787328
cho	nor	Choctaw	Norwegian	4	13866	1	  0.00416554	  0.62864257
cho	nov	Choctaw	Novial	4	118	0	 -0.00000848	 -0.00003057
cho	nrm	Choctaw	Narom	4	27	0	 -0.00000405	 -0.00001622
cho	nya	Choctaw	Nyanja	4	7	0	 -0.00000206	 -0.00000358
cho	oci	Choctaw	Occitan (post 1500)	4	345	0	 -0.00001450	 -0.00019176
cho	ori	Choctaw	Oriya (macrolanguage)	4	141	0	 -0.00000927	 -0.00006996
cho	orm	Choctaw	Oromo	4	57	0	 -0.00000589	 -0.00001666
cho	oss	Choctaw	Ossetian	4	77	0	 -0.00000685	 -0.00004490
cho	pag	Choctaw	Pangasinan	4	16	0	 -0.00000312	 -0.00000987
cho	pam	Choctaw	Pampanga	4	19	0	 -0.00000340	 -0.00001768
cho	pan	Choctaw	Panjabi	4	105	0	 -0.00000800	 -0.00006546
cho	pap	Choctaw	Papiamento	4	52	0	 -0.00000563	 -0.00003899
cho	pdc	Choctaw	Pennsylvania German	4	48	0	 -0.00000541	 -0.00003153
cho	pih	Choctaw	Pitcairn-Norfolk	4	77	0	 -0.00000685	 -0.00003284
cho	pli	Choctaw	Pali	4	49	0	 -0.00000546	 -0.00000946
cho	pms	Choctaw	Piemontese	4	238	0	 -0.00001204	 -0.00010769
cho	pnt	Choctaw	Pontic	4	114	0	 -0.00000833	 -0.00002635
cho	pol	Choctaw	Polish	4	21517	0	 -0.00011495	 -0.02492505
cho	por	Choctaw	Portuguese	4	22072	0	 -0.00011644	 -0.02863706
cho	pus	Choctaw	Pushto	4	46	0	 -0.00000529	 -0.00004397
cho	que	Choctaw	Quechua	4	143	0	 -0.00000933	 -0.00007919
cho	roh	Choctaw	Romansh	4	98	0	 -0.00000773	 -0.00007450
cho	rom	Choctaw	Romany	4	76	0	 -0.00000680	 -0.00002721
cho	ron	Choctaw	Romanian	4	6192	0	 -0.00006148	 -0.00649353
cho	run	Choctaw	Rundi	4	7	0	 -0.00000206	 -0.00000462
cho	rup	Choctaw	Macedo-Romanian	4	85	0	 -0.00000719	 -0.00004607
cho	rus	Choctaw	Russian	4	35178	0	 -0.00014738	 -0.04218375
cho	sag	Choctaw	Sango	4	51	0	 -0.00000557	 -0.00001115
cho	sah	Choctaw	Yakut	4	48	0	 -0.00000541	 -0.00004082
cho	san	Choctaw	Sanskrit	4	165	0	 -0.00001002	 -0.00011946
cho	scn	Choctaw	Sicilian	4	268	0	 -0.00001278	 -0.00019376
cho	sco	Choctaw	Scots	4	362	0	 -0.00001485	 -0.00022323
cho	sgs	Choctaw	Samogitian	4	139	0	 -0.00000920	 -0.00004869
cho	sin	Choctaw	Sinhala	4	265	0	 -0.00001270	 -0.00034231
cho	slk	Choctaw	Slovak	4	3485	0	 -0.00004610	 -0.00310073
cho	slv	Choctaw	Slovenian	4	2993	0	 -0.00004272	 -0.00318358
cho	sme	Choctaw	Northern Sami	4	111	0	 -0.00000822	 -0.00006262
cho	smo	Choctaw	Samoan	4	114	0	 -0.00000833	 -0.00004249
cho	sna	Choctaw	Shona	4	154	0	 -0.00000968	 -0.00003355
cho	snd	Choctaw	Sindhi	4	123	0	 -0.00000866	 -0.00006181
cho	som	Choctaw	Somali	4	229	0	 -0.00001181	 -0.00012829
cho	sot	Choctaw	Southern Sotho	4	158	0	 -0.00000981	 -0.00003253
cho	spa	Choctaw	Spanish	4	58791	0	 -0.00019143	 -0.07301453
cho	sqi	Choctaw	Albanian	4	1806	0	 -0.00003318	 -0.00148143
cho	srd	Choctaw	Sardinian	4	133	0	 -0.00000900	 -0.00007949
cho	srn	Choctaw	Sranan Tongo	4	116	0	 -0.00000841	 -0.00002912
cho	ssw	Choctaw	Swati	4	149	0	 -0.00000953	 -0.00002520
cho	stq	Choctaw	Saterfriesisch	4	157	0	 -0.00000978	 -0.00003387
cho	sun	Choctaw	Sundanese	4	245	0	 -0.00001222	 -0.00014193
cho	swa	Choctaw	Swahili (macrolanguage)	4	370	0	 -0.00001501	 -0.00023353
cho	swe	Choctaw	Swedish	4	20863	0	 -0.00011318	 -0.01976470
cho	szl	Choctaw	Silesian	4	241	0	 -0.00001212	 -0.00009991
cho	tah	Choctaw	Tahitian	4	164	0	 -0.00000999	 -0.00003998
cho	tam	Choctaw	Tamil	4	897	0	 -0.00002338	 -0.00083862
cho	tat	Choctaw	Tatar	4	142	0	 -0.00000930	 -0.00009300
cho	tel	Choctaw	Telugu	4	628	0	 -0.00001956	 -0.00064336
cho	tet	Choctaw	Tetum	4	121	0	 -0.00000858	 -0.00004117
cho	tgk	Choctaw	Tajik	4	201	0	 -0.00001106	 -0.00012120
cho	tha	Choctaw	Thai	4	2725	0	 -0.00004076	 -0.00344718
cho	tir	Choctaw	Tigrinya	4	51	0	 -0.00000557	 -0.00001576
cho	ton	Choctaw	Tonga (Tonga Islands)	4	57	0	 -0.00000589	 -0.00001863
cho	tpi	Choctaw	Tok Pisin	4	100	0	 -0.00000780	 -0.00004747
cho	tsn	Choctaw	Tswana	4	103	0	 -0.00000792	 -0.00003960
cho	tso	Choctaw	Tsonga	4	106	1	  0.04855730	  0.13750299
cho	tuk	Choctaw	Turkmen	4	157	0	 -0.00000978	 -0.00007637
cho	tum	Choctaw	Tumbuka	4	148	0	 -0.00000949	 -0.00002123
cho	tur	Choctaw	Turkish	4	10189	0	 -0.00007893	 -0.01220824
cho	udm	Choctaw	Udmurt	4	174	0	 -0.00001029	 -0.00005914
cho	uig	Choctaw	Uighur	4	187	0	 -0.00001067	 -0.00007238
cho	ukr	Choctaw	Ukrainian	4	7076	0	 -0.00006574	 -0.00658209
cho	urd	Choctaw	Urdu	4	428	0	 -0.00001615	 -0.00034060
cho	uzb	Choctaw	Uzbek	4	314	0	 -0.00001383	 -0.00017978
cho	vec	Choctaw	Venetian	4	382	0	 -0.00001525	 -0.00019234
cho	ven	Choctaw	Venda	4	149	0	 -0.00000953	 -0.00002858
cho	vie	Choctaw	Vietnamese	4	3098	0	 -0.00004346	 -0.00394571
cho	vls	Choctaw	Vlaams	4	247	0	 -0.00001227	 -0.00016772
cho	vol	Choctaw	VolapÌ_k	4	135	0	 -0.00000907	 -0.00006216
cho	war	Choctaw	Waray (Philippines)	4	114	0	 -0.00000833	 -0.00004929
cho	wln	Choctaw	Walloon	4	80	0	 -0.00000698	 -0.00004836
cho	wol	Choctaw	Wolof	4	66	0	 -0.00000634	 -0.00003106
cho	xal	Choctaw	Kalmyk	4	114	0	 -0.00000833	 -0.00003227
cho	xho	Choctaw	Xhosa	4	58	0	 -0.00000594	 -0.00001971
cho	yid	Choctaw	Yiddish	4	329	0	 -0.00001416	 -0.00029354
cho	yor	Choctaw	Yoruba	4	165	0	 -0.00001002	 -0.00004370
cho	zea	Choctaw	Zeeuws	4	161	0	 -0.00000990	 -0.00006023
cho	zha	Choctaw	Zhuang	4	177	0	 -0.00001038	 -0.00004979
cho	zho	Choctaw	Chinese	4	19201	0	 -0.00010854	 -0.02435301
cho	zul	Choctaw	Zulu	4	18	0	 -0.00000331	 -0.00001282
cho	zza	Choctaw	Zaza	4	142	0	 -0.00000930	 -0.00006510
chr	aar	Cherokee	Afar	68	5	0	 -0.00000719	 -0.00003739
chr	abk	Cherokee	Abkhazian	68	9	0	 -0.00000965	 -0.00005016
chr	afr	Cherokee	Afrikaans	68	776	1	  0.00426433	  0.09620858
chr	aka	Cherokee	Akan	68	183	1	  0.00892128	  0.04804450
chr	amh	Cherokee	Amharic	68	81	0	 -0.00002896	 -0.00023526
chr	ang	Cherokee	Old English (ca. 450-1100)	68	135	1	  0.01040010	  0.09532363
chr	ara	Cherokee	Arabic	68	6361	0	 -0.00025694	 -0.03471686
chr	arc	Cherokee	Official Aramaic (700-300 BCE)	68	157	0	 -0.00004032	 -0.00020950
chr	arg	Cherokee	Aragonese	68	377	0	 -0.00006248	 -0.00073662
chr	asm	Cherokee	Assamese	68	146	0	 -0.00003888	 -0.00032991
chr	ast	Cherokee	Asturian	68	341	0	 -0.00005942	 -0.00087331
chr	ava	Cherokee	Avaric	68	105	0	 -0.00003297	 -0.00017133
chr	aym	Cherokee	Aymara	68	118	0	 -0.00003495	 -0.00018162
chr	aze	Cherokee	Azerbaijani	68	1111	0	 -0.00010727	 -0.00401519
chr	bak	Cherokee	Bashkir	68	190	0	 -0.00004435	 -0.00030729
chr	bam	Cherokee	Bambara	68	12	0	 -0.00001115	 -0.00005792
chr	bar	Cherokee	Bavarian	68	515	0	 -0.00007303	 -0.00136621
chr	bel	Cherokee	Belarusian	68	507	0	 -0.00007246	 -0.00157418
chr	ben	Cherokee	Bengali	68	843	0	 -0.00009344	 -0.00296654
chr	bik	Cherokee	Bikol	68	58	0	 -0.00002450	 -0.00012733
chr	bis	Cherokee	Bislama	68	52	0	 -0.00002320	 -0.00012057
chr	bod	Cherokee	Tibetan	68	155	0	 -0.00004006	 -0.00037793
chr	bpy	Cherokee	Bishnupriya	68	116	0	 -0.00003466	 -0.00018008
chr	bre	Cherokee	Breton	68	359	0	 -0.00006097	 -0.00105778
chr	bua	Cherokee	Buriat	68	117	0	 -0.00003480	 -0.00018085
chr	bug	Cherokee	Buginese	68	143	0	 -0.00003848	 -0.00019994
chr	bul	Cherokee	Bulgarian	68	4122	0	 -0.00020675	 -0.01700736
chr	cat	Cherokee	Catalan	68	8075	0	 -0.00028960	 -0.03028455
chr	ceb	Cherokee	Cebuano	68	139	0	 -0.00003794	 -0.00035181
chr	ces	Cherokee	Czech	68	8493	0	 -0.00029702	 -0.03665288
chr	cha	Cherokee	Chamorro	68	62	1	  0.01537608	  0.07990591
chr	che	Cherokee	Chechen	68	121	1	  0.01098936	  0.07289956
chr	chm	Cherokee	Mari (Russia)	68	118	0	 -0.00003495	 -0.00018162
chr	cho	Cherokee	Choctaw	68	4	0	 -0.00000644	 -0.00003344
chr	chu	Cherokee	Church Slavic	68	178	0	 -0.00004293	 -0.00027822
chr	chv	Cherokee	Chuvash	68	238	0	 -0.00004964	 -0.00046036
chr	chy	Cherokee	Cheyenne	68	61	1	  0.01550201	  0.08056050
chr	cor	Cherokee	Cornish	68	65	0	 -0.00002594	 -0.00017402
chr	cos	Cherokee	Corsican	68	66	0	 -0.00002614	 -0.00018668
chr	cre	Cherokee	Cree	68	23	1	  0.02527110	  0.13135446
chr	crh	Cherokee	Crimean Tatar	68	139	1	  0.01024828	  0.05797608
chr	csb	Cherokee	Kashubian	68	89	0	 -0.00003036	 -0.00026289
chr	cym	Cherokee	Welsh	68	496	0	 -0.00007167	 -0.00153708
chr	dan	Cherokee	Danish	68	8164	0	 -0.00029119	 -0.03225274
chr	deu	Cherokee	German	68	103768	3	  0.00009483	  0.04490160
chr	div	Cherokee	Dhivehi	68	168	0	 -0.00004171	 -0.00029784
chr	dsb	Cherokee	Lower Sorbian	68	174	0	 -0.00004244	 -0.00022055
chr	dzo	Cherokee	Dzongkha	68	108	0	 -0.00003344	 -0.00017376
chr	ell	Cherokee	Modern Greek (1453-)	68	3789	0	 -0.00019821	 -0.01540159
chr	eml	Cherokee	Emiliano-Romagnolo	68	110	0	 -0.00003375	 -0.00028235
chr	eng	Cherokee	English	68	273987	12	  0.00115966	  1.46193000
chr	epo	Cherokee	Esperanto	68	2310	0	 -0.00015472	 -0.00653483
chr	est	Cherokee	Estonian	68	1956	0	 -0.00014236	 -0.00780123
chr	eus	Cherokee	Basque	68	1093	0	 -0.00010640	 -0.00375877
chr	ewe	Cherokee	Ewe	68	128	0	 -0.00003640	 -0.00018916
chr	ext	Cherokee	Extremaduran	68	139	0	 -0.00003794	 -0.00021460
chr	fao	Cherokee	Faroese	68	288	0	 -0.00005461	 -0.00062263
chr	fas	Cherokee	Persian	68	4738	0	 -0.00022168	 -0.02623003
chr	fij	Cherokee	Fijian	68	104	0	 -0.00003281	 -0.00017051
chr	fil	Cherokee	Filipino (macrolanguage)	68	713	0	 -0.00008593	 -0.00244408
chr	fin	Cherokee	Finnish	68	11484	0	 -0.00034559	 -0.04985202
chr	fra	Cherokee	French	68	69366	1	 -0.00039234	 -0.14825734
chr	frp	Cherokee	Arpitan	68	150	0	 -0.00003941	 -0.00020477
chr	fry	Cherokee	Western Frisian	68	357	0	 -0.00006080	 -0.00080888
chr	ful	Cherokee	Fulah	68	101	0	 -0.00003234	 -0.00016803
chr	fur	Cherokee	Friulian	68	98	0	 -0.00003185	 -0.00025483
chr	gla	Cherokee	Scottish Gaelic	68	270	0	 -0.00005287	 -0.00056701
chr	gle	Cherokee	Irish	68	523	0	 -0.00007359	 -0.00152426
chr	glg	Cherokee	Galician	68	1541	0	 -0.00012635	 -0.00494857
chr	glk	Cherokee	Gilaki	68	184	0	 -0.00004365	 -0.00040477
chr	glv	Cherokee	Manx	68	119	0	 -0.00003510	 -0.00018239
chr	got	Cherokee	Gothic	68	134	1	  0.01043911	  0.05424616
chr	grn	Cherokee	Guarani	68	155	0	 -0.00004006	 -0.00028042
chr	guj	Cherokee	Gujarati	68	319	0	 -0.00005747	 -0.00098712
chr	hat	Cherokee	Haitian	68	190	0	 -0.00004435	 -0.00035205
chr	hau	Cherokee	Hausa	68	157	0	 -0.00004032	 -0.00020950
chr	haw	Cherokee	Hawaiian	68	120	0	 -0.00003525	 -0.00018315
chr	hbs	Cherokee	Serbo-Croatian	68	7389	1	  0.00113583	  0.11857889
chr	heb	Cherokee	Hebrew	68	6538	0	 -0.00026050	 -0.03590406
chr	hif	Cherokee	Fiji Hindi	68	68	0	 -0.00002653	 -0.00027702
chr	hin	Cherokee	Hindi	68	1178	0	 -0.00011046	 -0.00417565
chr	hsb	Cherokee	Upper Sorbian	68	234	0	 -0.00004922	 -0.00035152
chr	hun	Cherokee	Hungarian	68	9488	0	 -0.00031400	 -0.04216363
chr	hye	Cherokee	Armenian	68	575	0	 -0.00007716	 -0.00194602
chr	ibo	Cherokee	Igbo	68	55	1	  0.01632828	  0.08485553
chr	ido	Cherokee	Ido	68	235	1	  0.00786178	  0.06763168
chr	iii	Cherokee	Sichuan Yi	68	2	0	 -0.00000455	 -0.00002364
chr	iku	Cherokee	Inuktitut	68	18	0	 -0.00001365	 -0.00007093
chr	ile	Cherokee	Interlingue	68	26	0	 -0.00001641	 -0.00008525
chr	ilo	Cherokee	Iloko	68	84	1	  0.01320230	  0.07922073
chr	ina	Cherokee	Interlingua (International Auxiliary Language Association)	68	200	0	 -0.00004551	 -0.00053457
chr	ipk	Cherokee	Inupiaq	68	56	1	  0.01618141	  0.08409206
chr	isl	Cherokee	Icelandic	68	956	0	 -0.00009951	 -0.00343401
chr	ita	Cherokee	Italian	68	33146	0	 -0.00058963	 -0.15928565
chr	jav	Cherokee	Javanese	68	339	0	 -0.00005925	 -0.00089852
chr	jbo	Cherokee	Lojban	68	169	0	 -0.00004183	 -0.00030739
chr	jpn	Cherokee	Japanese	68	28951	0	 -0.00055060	 -0.17658216
chr	kaa	Cherokee	Kara-Kalpak	68	104	0	 -0.00003281	 -0.00017051
chr	kab	Cherokee	Kabyle	68	168	0	 -0.00004171	 -0.00028895
