SourceLanguageCode	TargetLanguageCode	SourceLanguageName	TargetLanguageName	SourcePopulation	TargetPopulations	Coocurrences	PhiCorrelation	Tstatistic
mar	hsb	Marathi	Upper Sorbian	465	234	1	  0.00290324	  0.07182256
mar	hun	Marathi	Hungarian	465	9488	1	 -0.00034416	 -0.04621331
mar	hye	Marathi	Armenian	465	575	1	  0.00173252	  0.04369246
mar	ibo	Marathi	Igbo	465	55	0	 -0.00006241	 -0.00154384
mar	ido	Marathi	Ido	465	235	0	 -0.00012900	 -0.00319132
mar	iii	Marathi	Sichuan Yi	465	2	0	 -0.00001190	 -0.00029440
mar	iku	Marathi	Inuktitut	465	18	0	 -0.00003570	 -0.00088319
mar	ile	Marathi	Interlingue	465	26	0	 -0.00004291	 -0.00106146
mar	ilo	Marathi	Iloko	465	84	0	 -0.00007712	 -0.00190793
mar	ina	Marathi	Interlingua (International Auxiliary Language Association)	465	200	0	 -0.00011901	 -0.00294407
mar	ipk	Marathi	Inupiaq	465	56	0	 -0.00006297	 -0.00155781
mar	isl	Marathi	Icelandic	465	956	0	 -0.00026023	 -0.00898063
mar	ita	Marathi	Italian	465	33146	3	 -0.00077279	 -0.20876514
mar	jav	Marathi	Javanese	465	339	1	  0.00236414	  0.05848568
mar	jbo	Marathi	Lojban	465	169	1	  0.00345827	  0.08555334
mar	jpn	Marathi	Japanese	465	28951	4	 -0.00034343	 -0.11014018
mar	kaa	Marathi	Kara-Kalpak	465	104	1	  0.00446202	  0.11038546
mar	kab	Marathi	Kabyle	465	168	1	  0.00346919	  0.08582364
mar	kal	Marathi	Kalaallisut	465	55	0	 -0.00006241	 -0.00154384
mar	kan	Marathi	Kannada	465	354	2	  0.00477194	  0.11805270
mar	kas	Marathi	Kashmiri	465	10	0	 -0.00002661	 -0.00065829
mar	kat	Marathi	Georgian	465	700	0	 -0.00022266	 -0.00758692
mar	kau	Marathi	Kanuri	465	9	0	 -0.00002524	 -0.00062451
mar	kaz	Marathi	Kazakh	465	349	0	 -0.00015721	 -0.00388919
mar	khm	Marathi	Central Khmer	465	96	0	 -0.00008245	 -0.00203967
mar	kik	Marathi	Kikuyu	465	3	0	 -0.00001457	 -0.00036056
mar	kin	Marathi	Kinyarwanda	465	19	0	 -0.00003668	 -0.00090739
mar	kir	Marathi	Kirghiz	465	116	0	 -0.00009063	 -0.00224210
mar	kom	Marathi	Komi	465	22	0	 -0.00003947	 -0.00097640
mar	kon	Marathi	Kongo	465	14	0	 -0.00003149	 -0.00077890
mar	kor	Marathi	Korean	465	5941	0	 -0.00064934	 -0.08331364
mar	ksh	Marathi	KÌ¦lsch	465	117	0	 -0.00009102	 -0.00225175
mar	kur	Marathi	Kurdish	465	373	0	 -0.00016253	 -0.00402071
mar	lao	Marathi	Lao	465	59	0	 -0.00006464	 -0.00159900
mar	lat	Marathi	Latin	465	1932	0	 -0.00037001	 -0.01371019
mar	lav	Marathi	Latvian	465	1069	0	 -0.00027518	 -0.01093828
mar	lbe	Marathi	Lak	465	30	0	 -0.00004609	 -0.00114020
mar	lij	Marathi	Ligurian	465	112	0	 -0.00008906	 -0.00220311
mar	lim	Marathi	Limburgan	465	194	0	 -0.00011721	 -0.00289957
mar	lin	Marathi	Lingala	465	19	0	 -0.00003668	 -0.00090739
mar	lit	Marathi	Lithuanian	465	1979	0	 -0.00037448	 -0.02241271
mar	lmo	Marathi	Lombard	465	231	0	 -0.00012790	 -0.00316404
mar	ltz	Marathi	Luxembourgish	465	551	0	 -0.00019754	 -0.00488696
mar	lug	Marathi	Ganda	465	3	0	 -0.00001457	 -0.00036056
mar	mah	Marathi	Marshallese	465	3	0	 -0.00001457	 -0.00036056
mar	mal	Marathi	Malayalam	465	965	4	  0.00571153	  0.21621346
mar	mdf	Marathi	Moksha	465	124	1	  0.00407127	  0.10071854
mar	mkd	Marathi	Macedonian	465	943	0	 -0.00025845	 -0.01011594
mar	mlg	Marathi	Malagasy	465	163	1	  0.00352529	  0.08721147
mar	mlt	Marathi	Maltese	465	132	0	 -0.00009668	 -0.00239174
mar	mol	Marathi	Moldavian	465	43	0	 -0.00005518	 -0.00136507
mar	mon	Marathi	Mongolian	465	307	1	  0.00249965	  0.06183810
mar	mri	Marathi	Maori	465	201	1	  0.00315208	  0.07797861
mar	msa	Marathi	Malay (macrolanguage)	465	5532	0	 -0.00062654	 -0.06572142
mar	mus	Marathi	Creek	465	4	0	 -0.00001683	 -0.00041634
mar	mya	Marathi	Burmese	465	90	0	 -0.00007983	 -0.00197490
mar	myv	Marathi	Erzya	465	32	0	 -0.00004760	 -0.00117759
mar	mzn	Marathi	Mazanderani	465	51	0	 -0.00006009	 -0.00148664
mar	nap	Marathi	Neapolitan	465	157	0	 -0.00010544	 -0.00260843
mar	nau	Marathi	Nauru	465	39	0	 -0.00005255	 -0.00130003
mar	nav	Marathi	Navajo	465	48	0	 -0.00005830	 -0.00144225
mar	ndo	Marathi	Ndonga	465	5	0	 -0.00001882	 -0.00046548
mar	nds	Marathi	Low German	465	340	0	 -0.00015517	 -0.00383871
mar	nep	Marathi	Nepali macrolanguage	465	275	1	  0.00265730	  0.06573831
mar	new	Marathi	Newari	465	171	2	  0.00698344	  0.17276496
mar	nld	Marathi	Dutch	465	26888	1	 -0.00110278	 -0.23894693
mar	nor	Marathi	Norwegian	465	13866	2	 -0.00020371	 -0.03074265
mar	nov	Marathi	Novial	465	118	1	  0.00417814	  0.10336234
mar	nrm	Marathi	Narom	465	27	0	 -0.00004372	 -0.00108169
mar	nya	Marathi	Nyanja	465	7	0	 -0.00002226	 -0.00055076
mar	oci	Marathi	Occitan (post 1500)	465	345	0	 -0.00015631	 -0.00386683
mar	ori	Marathi	Oriya (macrolanguage)	465	141	0	 -0.00009992	 -0.00247194
mar	orm	Marathi	Oromo	465	57	0	 -0.00006353	 -0.00157166
mar	oss	Marathi	Ossetian	465	77	0	 -0.00007384	 -0.00182671
mar	pag	Marathi	Pangasinan	465	16	0	 -0.00003366	 -0.00083268
mar	pam	Marathi	Pampanga	465	19	0	 -0.00003668	 -0.00090739
mar	pan	Marathi	Panjabi	465	105	0	 -0.00008623	 -0.00213314
mar	pap	Marathi	Papiamento	465	52	0	 -0.00006068	 -0.00150115
mar	pdc	Marathi	Pennsylvania German	465	48	0	 -0.00005830	 -0.00144225
mar	pih	Marathi	Pitcairn-Norfolk	465	77	0	 -0.00007384	 -0.00182671
mar	pli	Marathi	Pali	465	49	1	  0.00656660	  0.16245226
mar	pms	Marathi	Piemontese	465	238	1	  0.00287656	  0.07116253
mar	pnt	Marathi	Pontic	465	114	1	  0.00425396	  0.10523802
mar	pol	Marathi	Polish	465	21517	4	  0.00003048	  0.00660897
mar	por	Marathi	Portuguese	465	22072	1	 -0.00094204	 -0.23168353
mar	pus	Marathi	Pushto	465	46	0	 -0.00005707	 -0.00141189
mar	que	Marathi	Quechua	465	143	0	 -0.00010063	 -0.00248941
mar	roh	Marathi	Romansh	465	98	0	 -0.00008330	 -0.00206081
mar	rom	Marathi	Romany	465	76	0	 -0.00007336	 -0.00181480
mar	ron	Marathi	Romanian	465	6192	0	 -0.00066295	 -0.07001912
mar	run	Marathi	Rundi	465	7	0	 -0.00002226	 -0.00055076
mar	rup	Marathi	Macedo-Romanian	465	85	0	 -0.00007758	 -0.00191926
mar	rus	Marathi	Russian	465	35178	1	 -0.00134021	 -0.38359760
mar	sag	Marathi	Sango	465	51	0	 -0.00006009	 -0.00148664
mar	sah	Marathi	Yakut	465	48	0	 -0.00005830	 -0.00144225
mar	san	Marathi	Sanskrit	465	165	6	  0.02155578	  0.53338459
mar	scn	Marathi	Sicilian	465	268	0	 -0.00013776	 -0.00340806
mar	sco	Marathi	Scots	465	362	0	 -0.00016011	 -0.00396097
mar	sgs	Marathi	Samogitian	465	139	1	  0.00383463	  0.09486431
mar	sin	Marathi	Sinhala	465	265	0	 -0.00013699	 -0.00369109
mar	slk	Marathi	Slovak	465	3485	1	  0.00028906	  0.01944235
mar	slv	Marathi	Slovenian	465	2993	1	  0.00038760	  0.02888623
mar	sme	Marathi	Northern Sami	465	111	0	 -0.00008866	 -0.00219325
mar	smo	Marathi	Samoan	465	114	1	  0.00425396	  0.10523802
mar	sna	Marathi	Shona	465	154	1	  0.00363294	  0.08987453
mar	snd	Marathi	Sindhi	465	123	0	 -0.00009333	 -0.00230876
mar	som	Marathi	Somali	465	229	1	  0.00293754	  0.07267114
mar	sot	Marathi	Southern Sotho	465	158	1	  0.00358398	  0.08866339
mar	spa	Marathi	Spanish	465	58791	4	 -0.00129010	 -0.49207502
mar	sqi	Marathi	Albanian	465	1806	1	  0.00073398	  0.03277539
mar	srd	Marathi	Sardinian	465	133	0	 -0.00009705	 -0.00240079
mar	srn	Marathi	Sranan Tongo	465	116	1	  0.00421556	  0.10428822
mar	ssw	Marathi	Swati	465	149	1	  0.00369683	  0.09145525
mar	stq	Marathi	Saterfriesisch	465	157	1	  0.00359605	  0.08896191
mar	sun	Marathi	Sundanese	465	245	1	  0.00283141	  0.07004554
mar	swa	Marathi	Swahili (macrolanguage)	465	370	1	  0.00224938	  0.05564683
mar	swe	Marathi	Swedish	465	20863	3	 -0.00025320	 -0.04421589
mar	szl	Marathi	Silesian	465	241	1	  0.00285698	  0.07067803
mar	tah	Marathi	Tahitian	465	164	1	  0.00351387	  0.08692893
mar	tam	Marathi	Tamil	465	897	2	  0.00284552	  0.10208268
mar	tat	Marathi	Tatar	465	142	0	 -0.00010028	 -0.00248069
mar	tel	Marathi	Telugu	465	628	1	  0.00164002	  0.05394637
mar	tet	Marathi	Tetum	465	121	1	  0.00412373	  0.10201621
mar	tgk	Marathi	Tajik	465	201	1	  0.00315208	  0.07797861
mar	tha	Marathi	Thai	465	2725	2	  0.00133834	  0.11319037
mar	tir	Marathi	Tigrinya	465	51	0	 -0.00006009	 -0.00148664
mar	ton	Marathi	Tonga (Tonga Islands)	465	57	0	 -0.00006353	 -0.00157166
mar	tpi	Marathi	Tok Pisin	465	100	0	 -0.00008415	 -0.00208173
mar	tsn	Marathi	Tswana	465	103	0	 -0.00008540	 -0.00211273
mar	tso	Marathi	Tsonga	465	106	1	  0.00441810	  0.10929871
mar	tuk	Marathi	Turkmen	465	157	0	 -0.00010544	 -0.00260843
mar	tum	Marathi	Tumbuka	465	148	1	  0.00370999	  0.09178080
mar	tur	Marathi	Turkish	465	10189	1	 -0.00039071	 -0.06043221
mar	udm	Marathi	Udmurt	465	174	1	  0.00340503	  0.08423633
mar	uig	Marathi	Uighur	465	187	1	  0.00327655	  0.08105785
mar	ukr	Marathi	Ukrainian	465	7076	0	 -0.00070882	 -0.07097399
mar	urd	Marathi	Urdu	465	428	1	  0.00206786	  0.05115607
mar	uzb	Marathi	Uzbek	465	314	1	  0.00246831	  0.06106278
mar	vec	Marathi	Venetian	465	382	1	  0.00220861	  0.05463812
mar	ven	Marathi	Venda	465	149	1	  0.00369683	  0.09145525
mar	vie	Marathi	Vietnamese	465	3098	0	 -0.00046865	 -0.04254619
mar	vls	Marathi	Vlaams	465	247	0	 -0.00013225	 -0.00327180
mar	vol	Marathi	VolapÌ_k	465	135	0	 -0.00009777	 -0.00241877
mar	war	Marathi	Waray (Philippines)	465	114	0	 -0.00008985	 -0.00222269
mar	wln	Marathi	Walloon	465	80	0	 -0.00007526	 -0.00186195
mar	wol	Marathi	Wolof	465	66	0	 -0.00006836	 -0.00169120
mar	xal	Marathi	Kalmyk	465	114	0	 -0.00008985	 -0.00222269
mar	xho	Marathi	Xhosa	465	58	0	 -0.00006409	 -0.00158539
mar	yid	Marathi	Yiddish	465	329	1	  0.00240443	  0.05948253
mar	yor	Marathi	Yoruba	465	165	1	  0.00350255	  0.08664892
mar	zea	Marathi	Zeeuws	465	161	1	  0.00354845	  0.08778427
mar	zha	Marathi	Zhuang	465	177	1	  0.00337416	  0.08347251
mar	zho	Marathi	Chinese	465	19201	1	 -0.00083445	 -0.18721957
mar	zul	Marathi	Zulu	465	18	0	 -0.00003570	 -0.00088319
mar	zza	Marathi	Zaza	465	142	1	  0.00379180	  0.09380451
mdf	aar	Moksha	Afar	124	5	0	 -0.00000972	 -0.00002915
mdf	abk	Moksha	Abkhazian	124	9	0	 -0.00001304	 -0.00004700
mdf	afr	Moksha	Afrikaans	124	776	1	  0.00310324	  0.07001252
mdf	aka	Moksha	Akan	124	183	1	  0.00658002	  0.03543526
mdf	amh	Moksha	Amharic	124	81	0	 -0.00003911	 -0.00031770
mdf	ang	Moksha	Old English (ca. 450-1100)	124	135	0	 -0.00005049	 -0.00046272
mdf	ara	Moksha	Arabic	124	6361	0	 -0.00034698	 -0.04688151
mdf	arc	Moksha	Official Aramaic (700-300 BCE)	124	157	1	  0.00711298	  0.03100554
mdf	arg	Moksha	Aragonese	124	377	1	  0.00454115	  0.05353994
mdf	asm	Moksha	Assamese	124	146	1	  0.00738001	  0.06262316
mdf	ast	Moksha	Asturian	124	341	1	  0.00478329	  0.07030045
mdf	ava	Moksha	Avaric	124	105	1	  0.00871971	  0.02892110
mdf	aym	Moksha	Aymara	124	118	1	  0.00822019	  0.03676307
mdf	aze	Moksha	Azerbaijani	124	1111	1	  0.00255000	  0.09544679
mdf	bak	Moksha	Bashkir	124	190	2	  0.01297084	  0.08987219
mdf	bam	Moksha	Bambara	124	12	0	 -0.00001505	 -0.00004992
mdf	bar	Moksha	Bavarian	124	515	1	  0.00385906	  0.07219686
mdf	bel	Moksha	Belarusian	124	507	0	 -0.00009785	 -0.00212576
mdf	ben	Moksha	Bengali	124	843	1	  0.00296737	  0.09421161
mdf	bik	Moksha	Bikol	124	58	1	  0.01175899	  0.05761105
mdf	bis	Moksha	Bislama	124	52	0	 -0.00003133	 -0.00013293
mdf	bod	Moksha	Tibetan	124	155	1	  0.00715942	  0.06754354
mdf	bpy	Moksha	Bishnupriya	124	116	1	  0.00829156	  0.03316737
mdf	bre	Moksha	Breton	124	359	0	 -0.00008233	 -0.00142842
mdf	bua	Moksha	Buriat	124	117	1	  0.00825565	  0.02976718
mdf	bug	Moksha	Buginese	124	143	1	  0.00745811	  0.03164294
mdf	bul	Moksha	Bulgarian	124	4122	0	 -0.00027919	 -0.02296667
mdf	cat	Moksha	Catalan	124	8075	0	 -0.00039107	 -0.04089614
mdf	ceb	Moksha	Cebuano	124	139	0	 -0.00005123	 -0.00047508
mdf	ces	Moksha	Czech	124	8493	1	  0.00057499	  0.07095536
mdf	cha	Moksha	Chamorro	124	62	0	 -0.00003421	 -0.00011347
mdf	che	Moksha	Chechen	124	121	0	 -0.00004780	 -0.00031705
mdf	chm	Moksha	Mari (Russia)	124	118	1	  0.00822019	  0.04271482
mdf	cho	Moksha	Choctaw	124	4	0	 -0.00000869	 -0.00002607
mdf	chr	Moksha	Cherokee	124	68	0	 -0.00003583	 -0.00018618
mdf	chu	Moksha	Church Slavic	124	178	2	  0.01340481	  0.08688089
mdf	chv	Moksha	Chuvash	124	238	2	  0.01157587	  0.10735739
mdf	chy	Moksha	Cheyenne	124	61	0	 -0.00003394	 -0.00010181
mdf	cor	Moksha	Cornish	124	65	0	 -0.00003503	 -0.00023500
mdf	cos	Moksha	Corsican	124	66	0	 -0.00003530	 -0.00025209
mdf	cre	Moksha	Cree	124	23	0	 -0.00002084	 -0.00008071
mdf	crh	Moksha	Crimean Tatar	124	139	0	 -0.00005123	 -0.00028979
mdf	csb	Moksha	Kashubian	124	89	0	 -0.00004099	 -0.00035500
mdf	cym	Moksha	Welsh	124	496	0	 -0.00009678	 -0.00207567
mdf	dan	Moksha	Danish	124	8164	0	 -0.00039322	 -0.04355397
mdf	deu	Moksha	German	124	103768	0	 -0.00142890	 -0.67660325
mdf	div	Moksha	Dhivehi	124	168	1	  0.00687250	  0.04908062
mdf	dsb	Moksha	Lower Sorbian	124	174	1	  0.00675100	  0.03375577
mdf	dzo	Moksha	Dzongkha	124	108	1	  0.00859650	  0.02579045
mdf	ell	Moksha	Modern Greek (1453-)	124	3789	0	 -0.00026766	 -0.02079824
mdf	eml	Moksha	Emiliano-Romagnolo	124	110	0	 -0.00004557	 -0.00038129
mdf	eng	Moksha	English	124	273987	2	 -0.00204356	 -2.57622568
mdf	epo	Moksha	Esperanto	124	2310	0	 -0.00020893	 -0.00882461
mdf	est	Moksha	Estonian	124	1956	1	  0.00183909	  0.10078170
mdf	eus	Moksha	Basque	124	1093	1	  0.00257327	  0.09090641
mdf	ewe	Moksha	Ewe	124	128	1	  0.00788874	  0.03528061
mdf	ext	Moksha	Extremaduran	124	139	1	  0.00756612	  0.04280168
mdf	fao	Moksha	Faroese	124	288	1	  0.00521835	  0.05949921
mdf	fas	Moksha	Persian	124	4738	0	 -0.00029936	 -0.03542092
mdf	fij	Moksha	Fijian	124	104	1	  0.00876195	  0.02628687
mdf	fil	Moksha	Filipino (macrolanguage)	124	713	0	 -0.00011604	 -0.00330047
mdf	fin	Moksha	Finnish	124	11484	1	  0.00037322	  0.05383854
mdf	fra	Moksha	French	124	69366	0	 -0.00116019	 -0.43841138
mdf	frp	Moksha	Arpitan	124	150	1	  0.00727953	  0.03711945
mdf	fry	Moksha	Western Frisian	124	357	1	  0.00467120	  0.06214699
mdf	ful	Moksha	Fulah	124	101	1	  0.00889242	  0.02667832
mdf	fur	Moksha	Friulian	124	98	0	 -0.00004301	 -0.00034412
mdf	gla	Moksha	Scottish Gaelic	124	270	1	  0.00539423	  0.05784757
mdf	gle	Moksha	Irish	124	523	1	  0.00382791	  0.07928553
mdf	glg	Moksha	Galician	124	1541	1	  0.00211776	  0.08294523
mdf	glk	Moksha	Gilaki	124	184	1	  0.00656180	  0.06085290
mdf	glv	Moksha	Manx	124	119	1	  0.00818519	  0.03839321
mdf	got	Moksha	Gothic	124	134	1	  0.00770786	  0.03696669
mdf	grn	Moksha	Guarani	124	155	1	  0.00715942	  0.05011721
mdf	guj	Moksha	Gujarati	124	319	1	  0.00495081	  0.08503395
mdf	hat	Moksha	Haitian	124	190	1	  0.00645547	  0.05123980
mdf	hau	Moksha	Hausa	124	157	1	  0.00711298	  0.02661501
mdf	haw	Moksha	Hawaiian	124	120	1	  0.00815061	  0.03260354
mdf	hbs	Moksha	Serbo-Croatian	124	7389	1	  0.00067221	  0.07017732
mdf	heb	Moksha	Hebrew	124	6538	0	 -0.00035178	 -0.04848470
mdf	hif	Moksha	Fiji Hindi	124	68	0	 -0.00003583	 -0.00037408
mdf	hin	Moksha	Hindi	124	1178	0	 -0.00014917	 -0.00563878
mdf	hsb	Moksha	Upper Sorbian	124	234	1	  0.00580452	  0.04145329
mdf	hun	Moksha	Hungarian	124	9488	1	  0.00049965	  0.06709267
mdf	hye	Moksha	Armenian	124	575	1	  0.00364134	  0.09183165
mdf	ibo	Moksha	Igbo	124	55	0	 -0.00003222	 -0.00011163
mdf	ido	Moksha	Ido	124	235	0	 -0.00006661	 -0.00057302
mdf	iii	Moksha	Sichuan Yi	124	2	0	 -0.00000614	 -0.00001843
mdf	iku	Moksha	Inuktitut	124	18	0	 -0.00001843	 -0.00006386
mdf	ile	Moksha	Interlingue	124	26	0	 -0.00002216	 -0.00010153
mdf	ilo	Moksha	Iloko	124	84	0	 -0.00003982	 -0.00023894
mdf	ina	Moksha	Interlingua (International Auxiliary Language Association)	124	200	0	 -0.00006145	 -0.00072188
mdf	ipk	Moksha	Inupiaq	124	56	0	 -0.00003252	 -0.00009755
mdf	isl	Moksha	Icelandic	124	956	0	 -0.00013437	 -0.00463727
mdf	ita	Moksha	Italian	124	33146	0	 -0.00079623	 -0.21509873
mdf	jav	Moksha	Javanese	124	339	1	  0.00479784	  0.07276375
mdf	jbo	Moksha	Lojban	124	169	1	  0.00685180	  0.05035145
mdf	jpn	Moksha	Japanese	124	28951	1	 -0.00021272	 -0.06822133
mdf	kaa	Moksha	Kara-Kalpak	124	104	1	  0.00876195	  0.02628687
mdf	kab	Moksha	Kabyle	124	168	1	  0.00687250	  0.04761520
mdf	kal	Moksha	Kalaallisut	124	55	0	 -0.00003222	 -0.00017650
mdf	kan	Moksha	Kannada	124	354	0	 -0.00008176	 -0.00188752
mdf	kas	Moksha	Kashmiri	124	10	0	 -0.00001374	 -0.00004122
mdf	kat	Moksha	Georgian	124	700	0	 -0.00011498	 -0.00391761
mdf	kau	Moksha	Kanuri	124	9	0	 -0.00001304	 -0.00003911
mdf	kaz	Moksha	Kazakh	124	349	0	 -0.00008118	 -0.00196176
mdf	khm	Moksha	Central Khmer	124	96	0	 -0.00004257	 -0.00072124
mdf	kik	Moksha	Kikuyu	124	3	0	 -0.00000753	 -0.00002258
mdf	kin	Moksha	Kinyarwanda	124	19	0	 -0.00001894	 -0.00005989
mdf	kir	Moksha	Kirghiz	124	116	1	  0.00829156	  0.10937693
mdf	kom	Moksha	Komi	124	22	0	 -0.00002038	 -0.00008884
mdf	kon	Moksha	Kongo	124	14	0	 -0.00001626	 -0.00005392
mdf	kor	Moksha	Korean	124	5941	0	 -0.00033530	 -0.04302011
mdf	ksh	Moksha	KÌ¦lsch	124	117	0	 -0.00004700	 -0.00045325
mdf	kur	Moksha	Kurdish	124	373	0	 -0.00008392	 -0.00150361
mdf	lao	Moksha	Lao	124	59	0	 -0.00003338	 -0.00028320
mdf	lat	Moksha	Latin	124	1932	1	  0.00185284	  0.06865541
mdf	lav	Moksha	Latvian	124	1069	1	  0.00260518	  0.10355406
mdf	lbe	Moksha	Lak	124	30	0	 -0.00002380	 -0.00008905
mdf	lij	Moksha	Ligurian	124	112	0	 -0.00004598	 -0.00031859
mdf	lim	Moksha	Limburgan	124	194	0	 -0.00006052	 -0.00076794
mdf	lin	Moksha	Lingala	124	19	0	 -0.00001894	 -0.00005682
mdf	lit	Moksha	Lithuanian	124	1979	0	 -0.00019337	 -0.01157311
mdf	lmo	Moksha	Lombard	124	231	0	 -0.00006604	 -0.00079525
mdf	ltz	Moksha	Luxembourgish	124	551	0	 -0.00010200	 -0.00241171
mdf	lug	Moksha	Ganda	124	3	0	 -0.00000753	 -0.00002258
mdf	mah	Moksha	Marshallese	124	3	0	 -0.00000753	 -0.00002258
mdf	mal	Moksha	Malayalam	124	965	0	 -0.00013500	 -0.00511052
mdf	mar	Moksha	Marathi	124	465	1	  0.00407127	  0.10071854
mdf	mkd	Moksha	Macedonian	124	943	1	  0.00279153	  0.10926312
mdf	mlg	Moksha	Malagasy	124	163	1	  0.00697880	  0.05222586
mdf	mlt	Moksha	Maltese	124	132	0	 -0.00004992	 -0.00057573
mdf	mol	Moksha	Moldavian	124	43	0	 -0.00002849	 -0.00018465
mdf	mon	Moksha	Mongolian	124	307	2	  0.01017534	  0.20069950
mdf	mri	Moksha	Maori	124	201	1	  0.00627299	  0.04391178
mdf	msa	Moksha	Malay (macrolanguage)	124	5532	1	  0.00088520	  0.09285343
mdf	mus	Moksha	Creek	124	4	0	 -0.00000869	 -0.00002607
mdf	mya	Moksha	Burmese	124	90	0	 -0.00004122	 -0.00052142
mdf	myv	Moksha	Erzya	124	32	1	  0.01585092	  0.05715848
mdf	mzn	Moksha	Mazanderani	124	51	0	 -0.00003103	 -0.00017553
mdf	nap	Moksha	Neapolitan	124	157	0	 -0.00005445	 -0.00055523
mdf	nau	Moksha	Nauru	124	39	0	 -0.00002714	 -0.00010509
mdf	nav	Moksha	Navajo	124	48	0	 -0.00003010	 -0.00013122
mdf	ndo	Moksha	Ndonga	124	5	0	 -0.00000972	 -0.00002915
mdf	nds	Moksha	Low German	124	340	0	 -0.00008012	 -0.00111312
mdf	nep	Moksha	Nepali macrolanguage	124	275	1	  0.00534367	  0.07688307
mdf	new	Moksha	Newari	124	171	1	  0.00681095	  0.03792267
mdf	nld	Moksha	Dutch	124	26888	0	 -0.00071625	 -0.15519553
mdf	nor	Moksha	Norwegian	124	13866	2	  0.00101640	  0.15338897
mdf	nov	Moksha	Novial	124	118	1	  0.00822019	  0.02963933
mdf	nrm	Moksha	Narom	124	27	0	 -0.00002258	 -0.00009031
mdf	nya	Moksha	Nyanja	124	7	0	 -0.00001150	 -0.00003449
mdf	oci	Moksha	Occitan (post 1500)	124	345	0	 -0.00008071	 -0.00106771
mdf	ori	Moksha	Oriya (macrolanguage)	124	141	0	 -0.00005160	 -0.00038954
mdf	orm	Moksha	Oromo	124	57	0	 -0.00003280	 -0.00009841
mdf	oss	Moksha	Ossetian	124	77	1	  0.01019623	  0.06686466
mdf	pag	Moksha	Pangasinan	124	16	0	 -0.00001738	 -0.00005496
mdf	pam	Moksha	Pampanga	124	19	0	 -0.00001894	 -0.00009841
mdf	pan	Moksha	Panjabi	124	105	0	 -0.00004452	 -0.00036445
mdf	pap	Moksha	Papiamento	124	52	0	 -0.00003133	 -0.00021708
mdf	pdc	Moksha	Pennsylvania German	124	48	0	 -0.00003010	 -0.00017553
mdf	pih	Moksha	Pitcairn-Norfolk	124	77	0	 -0.00003813	 -0.00018286
mdf	pli	Moksha	Pali	124	49	0	 -0.00003042	 -0.00009125
mdf	pms	Moksha	Piemontese	124	238	1	  0.00575442	  0.05146992
mdf	pnt	Moksha	Pontic	124	114	1	  0.00836479	  0.02645270
mdf	pol	Moksha	Polish	124	21517	2	  0.00058956	  0.12783127
mdf	por	Moksha	Portuguese	124	22072	0	 -0.00064833	 -0.15944814
mdf	pus	Moksha	Pushto	124	46	0	 -0.00002947	 -0.00024480
mdf	que	Moksha	Quechua	124	143	0	 -0.00005196	 -0.00044090
mdf	roh	Moksha	Romansh	124	98	0	 -0.00004301	 -0.00041482
mdf	rom	Moksha	Romany	124	76	0	 -0.00003788	 -0.00015152
mdf	ron	Moksha	Romanian	124	6192	0	 -0.00034232	 -0.03615530
mdf	run	Moksha	Rundi	124	7	0	 -0.00001150	 -0.00003449
mdf	rup	Moksha	Macedo-Romanian	124	85	0	 -0.00004006	 -0.00025651
mdf	rus	Moksha	Russian	124	35178	3	  0.00062579	  0.17911502
mdf	sag	Moksha	Sango	124	51	0	 -0.00003103	 -0.00009309
mdf	sah	Moksha	Yakut	124	48	0	 -0.00003010	 -0.00022728
mdf	san	Moksha	Sanskrit	124	165	0	 -0.00005582	 -0.00066511
mdf	scn	Moksha	Sicilian	124	268	0	 -0.00007114	 -0.00107882
mdf	sco	Moksha	Scots	124	362	0	 -0.00008268	 -0.00124290
mdf	sgs	Moksha	Samogitian	124	139	1	  0.00756612	  0.04003731
mdf	sin	Moksha	Sinhala	124	265	0	 -0.00007074	 -0.00190594
mdf	slk	Moksha	Slovak	124	3485	1	  0.00126560	  0.08512496
mdf	slv	Moksha	Slovenian	124	2993	1	  0.00140463	  0.10468035
mdf	sme	Moksha	Northern Sami	124	111	0	 -0.00004578	 -0.00034864
mdf	smo	Moksha	Samoan	124	114	1	  0.00836479	  0.04265370
mdf	sna	Moksha	Shona	124	154	1	  0.00718297	  0.02488319
mdf	snd	Moksha	Sindhi	124	123	0	 -0.00004819	 -0.00034415
mdf	som	Moksha	Somali	124	229	1	  0.00586898	  0.06375453
mdf	sot	Moksha	Southern Sotho	124	158	1	  0.00709009	  0.02351576
mdf	spa	Moksha	Spanish	124	58791	0	 -0.00106584	 -0.40653743
mdf	sqi	Moksha	Albanian	124	1806	1	  0.00192923	  0.08614836
mdf	srd	Moksha	Sardinian	124	133	0	 -0.00005011	 -0.00044257
mdf	srn	Moksha	Sranan Tongo	124	116	1	  0.00829156	  0.02872379
mdf	ssw	Moksha	Swati	124	149	1	  0.00730427	  0.02191340
mdf	stq	Moksha	Saterfriesisch	124	157	1	  0.00711298	  0.02464071
mdf	sun	Moksha	Sundanese	124	245	1	  0.00566968	  0.06587678
mdf	swa	Moksha	Swahili (macrolanguage)	124	370	1	  0.00458548	  0.07133412
mdf	swe	Moksha	Swedish	124	20863	1	 -0.00000588	 -0.00102739
