cultexp
eng	788.103
deu	643.218
fra	590.271
ita	393.224
zho	237.163
jpn	169
rus	134
nld	133.2
spa	104.024
ara	86.048
twit.eig
eng	1
spa	0.693458419022745
por	0.570558612190604
fra	0.508144128194999
nld	0.475438332157708
ita	0.473361877348239
ces	0.427695513933462
deu	0.345795250405766
cat	0.317458179984351
tur	0.310011191468416
wiki.eig
eng	1
deu	0.881853885828308
fra	0.818472173093031
spa	0.722866816754266
jpn	0.716780194239307
ita	0.667877418887979
rus	0.641438481118608
swe	0.637980708718283
nld	0.582232256103462
pol	0.521210982692336
book.eig
eng	1
deu	0.948573661161242
fra	0.908485778147256
rus	0.857987629055576
spa	0.777157259129472
ita	0.666951794601442
swe	0.571497110044563
pol	0.547185866425526
nld	0.540485899013471
dan	0.502651584265193
country_code	total_exports
FR	542
DE	536
GB	531
IT	389
US	297
CN	237
JP	169
RU	134
Anc. Greece	134
IN	93
Arab World	86
