date_period,orig_country,lang_family,lang_branch,orig_lang,dest_continent,dest_country,num_results
1/1/07,us,Indo-European,Germanic,en,AFRICA,Angola,909
1/1/07,us,Indo-European,Germanic,en,AFRICA,Burundi,99
1/1/07,us,Indo-European,Germanic,en,AFRICA,Benin,77
1/1/07,us,Indo-European,Germanic,en,AFRICA,Burkina Faso,126
1/1/07,us,Indo-European,Germanic,en,AFRICA,Botswana,96
1/1/07,us,Indo-European,Germanic,en,AFRICA,Central African Republic,81
1/1/07,us,Indo-European,Germanic,en,AFRICA,Cote d'Ivoire,353
1/1/07,us,Indo-European,Germanic,en,AFRICA,Cameroon,114
1/1/07,us,Indo-European,Germanic,en,AFRICA,Republic of the Congo,84
1/1/07,us,Indo-European,Germanic,en,AFRICA,Eritrea,127
1/1/07,us,Indo-European,Germanic,en,AFRICA,Ethiopia,1820
1/1/07,us,Indo-European,Germanic,en,AFRICA,Gabon,55
1/1/07,us,Indo-European,Germanic,en,AFRICA,Ghana,1080
1/1/07,us,Indo-European,Germanic,en,AFRICA,Guinea,741
1/1/07,us,Indo-European,Germanic,en,AFRICA,Gambia,71
1/1/07,us,Indo-European,Germanic,en,AFRICA,Guinea-Bissau,35
1/1/07,us,Indo-European,Germanic,en,AFRICA,Kenya,2560
1/1/07,us,Indo-European,Germanic,en,AFRICA,Liberia,547
1/1/07,us,Indo-European,Germanic,en,AFRICA,Lesotho,37
1/1/07,us,Indo-European,Germanic,en,AFRICA,Madagascar,82
1/1/07,us,Indo-European,Germanic,en,AFRICA,Mali,1270
1/1/07,us,Indo-European,Germanic,en,AFRICA,Mozambique,131
1/1/07,us,Indo-European,Germanic,en,AFRICA,Mauritania,103
1/1/07,us,Indo-European,Germanic,en,AFRICA,Mauritius,67
1/1/07,us,Indo-European,Germanic,en,AFRICA,Malawi,138
1/1/07,us,Indo-European,Germanic,en,AFRICA,Namibia,109
1/1/07,us,Indo-European,Germanic,en,AFRICA,Niger,737
1/1/07,us,Indo-European,Germanic,en,AFRICA,Nigeria,2740
1/1/07,us,Indo-European,Germanic,en,AFRICA,Rwanda,581
1/1/07,us,Indo-European,Germanic,en,AFRICA,Sudan,2190
1/1/07,us,Indo-European,Germanic,en,AFRICA,Senegal,684
1/1/07,us,Indo-European,Germanic,en,AFRICA,Sierra Leone,139
1/1/07,us,Indo-European,Germanic,en,AFRICA,Somalia,3810
1/1/07,us,Indo-European,Germanic,en,AFRICA,Chad,2530
1/1/07,us,Indo-European,Germanic,en,AFRICA,Togo,98
1/1/07,us,Indo-European,Germanic,en,AFRICA,Tanzania,990
1/1/07,us,Indo-European,Germanic,en,AFRICA,Uganda,1430
1/1/07,us,Indo-European,Germanic,en,AFRICA,South Africa,5410
1/1/07,us,Indo-European,Germanic,en,AFRICA,Democratic Republic of the Congo,75
1/1/07,us,Indo-European,Germanic,en,AFRICA,Zambia,113
1/1/07,us,Indo-European,Germanic,en,AFRICA,Zimbabwe,736
1/1/07,us,Indo-European,Germanic,en,ASIA,Afghanistan,7470
1/1/07,us,Indo-European,Germanic,en,ASIA,Bangladesh,1220
1/1/07,us,Indo-European,Germanic,en,ASIA,Bhutan,40
1/1/07,us,Indo-European,Germanic,en,ASIA,India,14700
1/1/07,us,Indo-European,Germanic,en,ASIA,Sri Lanka,1750
1/1/07,us,Indo-European,Germanic,en,ASIA,Nepal,753
1/1/07,us,Indo-European,Germanic,en,ASIA,Pakistan,4860
1/1/07,us,Indo-European,Germanic,en,N_AMERICA,Canada,12400
1/1/07,us,Indo-European,Germanic,en,N_AMERICA,United States,45387
1/1/07,us,Indo-European,Germanic,en,ASIA,United Arab Emirates,992
1/1/07,us,Indo-European,Germanic,en,AFRICA,Algeria,540
1/1/07,us,Indo-European,Germanic,en,AFRICA,Egypt,2720
1/1/07,us,Indo-European,Germanic,en,ASIA,Iran,11600
1/1/07,us,Indo-European,Germanic,en,ASIA,Iraq,26700
1/1/07,us,Indo-European,Germanic,en,ASIA,Israel,10300
1/1/07,us,Indo-European,Germanic,en,ASIA,Jordan,5140
1/1/07,us,Indo-European,Germanic,en,ASIA,Kuwait,1890
1/1/07,us,Indo-European,Germanic,en,ASIA,Lebanon,4030
1/1/07,us,Indo-European,Germanic,en,AFRICA,Libya,709
1/1/07,us,Indo-European,Germanic,en,AFRICA,Morocco,186
1/1/07,us,Indo-European,Germanic,en,ASIA,Oman,185
1/1/07,us,Indo-European,Germanic,en,ASIA,Qatar,1730
1/1/07,us,Indo-European,Germanic,en,ASIA,Saudi Arabia,3090
1/1/07,us,Indo-European,Germanic,en,ASIA,Syria,3640
1/1/07,us,Indo-European,Germanic,en,AFRICA,Tunisia,119
1/1/07,us,Indo-European,Germanic,en,ASIA,West Bank,2457
1/1/07,us,Indo-European,Germanic,en,ASIA,Yemen,165
1/1/07,us,Indo-European,Germanic,en,S_AMERICA,Argentina,8820
1/1/07,us,Indo-European,Germanic,en,S_AMERICA,Bolivia,3060
1/1/07,us,Indo-European,Germanic,en,S_AMERICA,Brazil,2570
1/1/07,us,Indo-European,Germanic,en,S_AMERICA,Chile,5010
1/1/07,us,Indo-European,Germanic,en,S_AMERICA,Colombia,3830
1/1/07,us,Indo-European,Germanic,en,N_AMERICA,Costa Rica,1170
1/1/07,us,Indo-European,Germanic,en,N_AMERICA,Cuba,3960
1/1/07,us,Indo-European,Germanic,en,N_AMERICA,Dominican Republic,164
1/1/07,us,Indo-European,Germanic,en,S_AMERICA,Ecuador,4960
1/1/07,us,Indo-European,Germanic,en,N_AMERICA,Guatemala,966
1/1/07,us,Indo-European,Germanic,en,N_AMERICA,Honduras,704
1/1/07,us,Indo-European,Germanic,en,N_AMERICA,Haiti,544
1/1/07,us,Indo-European,Germanic,en,N_AMERICA,Jamaica,1000
1/1/07,us,Indo-European,Germanic,en,N_AMERICA,Mexico,7630
1/1/07,us,Indo-European,Germanic,en,N_AMERICA,Nicaragua,2100
1/1/07,us,Indo-European,Germanic,en,N_AMERICA,Panama,1830
1/1/07,us,Indo-European,Germanic,en,S_AMERICA,Peru,1220
1/1/07,us,Indo-European,Germanic,en,N_AMERICA,Puerto Rico,1230
1/1/07,us,Indo-European,Germanic,en,S_AMERICA,Paraguay,2260
1/1/07,us,Indo-European,Germanic,en,N_AMERICA,El Salvador,1930
1/1/07,us,Indo-European,Germanic,en,S_AMERICA,Uruguay,4270
1/1/07,us,Indo-European,Germanic,en,S_AMERICA,Venezuela,6750
1/1/07,us,Indo-European,Germanic,en,EUROPE,Albania,88
1/1/07,us,Indo-European,Germanic,en,EUROPE,Armenia,768
1/1/07,us,Indo-European,Germanic,en,EUROPE,Austria,2020
1/1/07,us,Indo-European,Germanic,en,EUROPE,Azerbaijan,836
1/1/07,us,Indo-European,Germanic,en,EUROPE,Belgium,1420
1/1/07,us,Indo-European,Germanic,en,EUROPE,Bulgaria,1670
1/1/07,us,Indo-European,Germanic,en,EUROPE,Bosnia and Herzegovina,32
1/1/07,us,Indo-European,Germanic,en,EUROPE,Belarus,1550
1/1/07,us,Indo-European,Germanic,en,EUROPE,Switzerland,2390
1/1/07,us,Indo-European,Germanic,en,EUROPE,Czech Republic,1200
1/1/07,us,Indo-European,Germanic,en,EUROPE,Germany,7920
1/1/07,us,Indo-European,Germanic,en,EUROPE,Denmark,982
1/1/07,us,Indo-European,Germanic,en,EUROPE,Spain,3760
1/1/07,us,Indo-European,Germanic,en,EUROPE,Estonia,140
1/1/07,us,Indo-European,Germanic,en,EUROPE,Finland,1010
1/1/07,us,Indo-European,Germanic,en,EUROPE,France,16100
1/1/07,us,Indo-European,Germanic,en,EUROPE,United Kingdom,19660
1/1/07,us,Indo-European,Germanic,en,EUROPE,Georgia,6560
1/1/07,us,Indo-European,Germanic,en,EUROPE,Greece,889
1/1/07,us,Indo-European,Germanic,en,N_AMERICA,Greenland,70
1/1/07,us,Indo-European,Germanic,en,EUROPE,Croatia,184
1/1/07,us,Indo-European,Germanic,en,EUROPE,Hungary,737
1/1/07,us,Indo-European,Germanic,en,EUROPE,Ireland,3800
1/1/07,us,Indo-European,Germanic,en,EUROPE,Italy,4270
1/1/07,us,Indo-European,Germanic,en,ASIA,Kazakhstan,807
1/1/07,us,Indo-European,Germanic,en,ASIA,Kyrgyzstan,50
1/1/07,us,Indo-European,Germanic,en,EUROPE,Lithuania,110
1/1/07,us,Indo-European,Germanic,en,EUROPE,Macedonia,108
1/1/07,us,Indo-European,Germanic,en,EUROPE,Netherlands,1640
1/1/07,us,Indo-European,Germanic,en,EUROPE,Norway,1090
1/1/07,us,Indo-European,Germanic,en,EUROPE,Poland,2000
1/1/07,us,Indo-European,Germanic,en,EUROPE,Portugal,3550
1/1/07,us,Indo-European,Germanic,en,EUROPE,Romania,1780
1/1/07,us,Indo-European,Germanic,en,EUROPE,Russia,8860
1/1/07,us,Indo-European,Germanic,en,EUROPE,Serbia,1460
1/1/07,us,Indo-European,Germanic,en,EUROPE,Slovakia,625
1/1/07,us,Indo-European,Germanic,en,EUROPE,Slovenia,590
1/1/07,us,Indo-European,Germanic,en,EUROPE,Sweden,1870
1/1/07,us,Indo-European,Germanic,en,ASIA,Tajikistan,39
1/1/07,us,Indo-European,Germanic,en,ASIA,Turkmenistan,78
1/1/07,us,Indo-European,Germanic,en,ASIA,Turkey,2620
1/1/07,us,Indo-European,Germanic,en,EUROPE,Ukraine,3340
1/1/07,us,Indo-European,Germanic,en,ASIA,Uzbekistan,88
1/1/07,us,Indo-European,Germanic,en,OCEANIA,Australia,13200
1/1/07,us,Indo-European,Germanic,en,ASIA,China,21000
1/1/07,us,Indo-European,Germanic,en,ASIA,Hong Kong,3750
1/1/07,us,Indo-European,Germanic,en,ASIA,Indonesia,4960
1/1/07,us,Indo-European,Germanic,en,ASIA,Japan,11100
1/1/07,us,Indo-European,Germanic,en,ASIA,Cambodia,641
1/1/07,us,Indo-European,Germanic,en,ASIA,South Korea,3540
1/1/07,us,Indo-European,Germanic,en,ASIA,Laos,124
1/1/07,us,Indo-European,Germanic,en,ASIA,Macau,120
1/1/07,us,Indo-European,Germanic,en,ASIA,Myanmar,761
1/1/07,us,Indo-European,Germanic,en,ASIA,Mongolia,79
1/1/07,us,Indo-European,Germanic,en,ASIA,Malaysia,2360
1/1/07,us,Indo-European,Germanic,en,OCEANIA,New Zealand,3730
1/1/07,us,Indo-European,Germanic,en,ASIA,Philippines,2440
1/1/07,us,Indo-European,Germanic,en,OCEANIA,Papua New Guinea,63
1/1/07,us,Indo-European,Germanic,en,ASIA,North Korea,2900
1/1/07,us,Indo-European,Germanic,en,ASIA,Singapore,3010
1/1/07,us,Indo-European,Germanic,en,ASIA,Thailand,2570
1/1/07,us,Indo-European,Germanic,en,ASIA,Vietnam,5410
1/1/07,us,Indo-European,Germanic,en,ASIA,Taiwan,2330
1/1/07,us,Indo-European,Germanic,en,S_AMERICA,French Guiana,9
1/1/07,us,Indo-European,Germanic,en,AFRICA,South Sudan,665
2/1/07,us,Indo-European,Germanic,en,AFRICA,Angola,882
2/1/07,us,Indo-European,Germanic,en,AFRICA,Burundi,125
2/1/07,us,Indo-European,Germanic,en,AFRICA,Benin,77
2/1/07,us,Indo-European,Germanic,en,AFRICA,Burkina Faso,136
2/1/07,us,Indo-European,Germanic,en,AFRICA,Botswana,77
2/1/07,us,Indo-European,Germanic,en,AFRICA,Central African Republic,90
2/1/07,us,Indo-European,Germanic,en,AFRICA,Cote d'Ivoire,377
2/1/07,us,Indo-European,Germanic,en,AFRICA,Cameroon,125
2/1/07,us,Indo-European,Germanic,en,AFRICA,Republic of the Congo,71
2/1/07,us,Indo-European,Germanic,en,AFRICA,Eritrea,77
2/1/07,us,Indo-European,Germanic,en,AFRICA,Ethiopia,551
2/1/07,us,Indo-European,Germanic,en,AFRICA,Gabon,69
2/1/07,us,Indo-European,Germanic,en,AFRICA,Ghana,1120
2/1/07,us,Indo-European,Germanic,en,AFRICA,Guinea,1090
2/1/07,us,Indo-European,Germanic,en,AFRICA,Gambia,61
2/1/07,us,Indo-European,Germanic,en,AFRICA,Guinea-Bissau,35
2/1/07,us,Indo-European,Germanic,en,AFRICA,Kenya,1440
2/1/07,us,Indo-European,Germanic,en,AFRICA,Liberia,740
2/1/07,us,Indo-European,Germanic,en,AFRICA,Lesotho,58
2/1/07,us,Indo-European,Germanic,en,AFRICA,Madagascar,91
2/1/07,us,Indo-European,Germanic,en,AFRICA,Mali,1220
2/1/07,us,Indo-European,Germanic,en,AFRICA,Mozambique,521
2/1/07,us,Indo-European,Germanic,en,AFRICA,Mauritania,98
2/1/07,us,Indo-European,Germanic,en,AFRICA,Mauritius,63
2/1/07,us,Indo-European,Germanic,en,AFRICA,Malawi,90
2/1/07,us,Indo-European,Germanic,en,AFRICA,Namibia,136
2/1/07,us,Indo-European,Germanic,en,AFRICA,Niger,742
2/1/07,us,Indo-European,Germanic,en,AFRICA,Nigeria,2860
2/1/07,us,Indo-European,Germanic,en,AFRICA,Rwanda,177
2/1/07,us,Indo-European,Germanic,en,AFRICA,Sudan,1730
2/1/07,us,Indo-European,Germanic,en,AFRICA,Senegal,718
2/1/07,us,Indo-European,Germanic,en,AFRICA,Sierra Leone,147
2/1/07,us,Indo-European,Germanic,en,AFRICA,Somalia,1300
2/1/07,us,Indo-European,Germanic,en,AFRICA,Chad,2460
2/1/07,us,Indo-European,Germanic,en,AFRICA,Togo,112
2/1/07,us,Indo-European,Germanic,en,AFRICA,Tanzania,592
2/1/07,us,Indo-European,Germanic,en,AFRICA,Uganda,1170
2/1/07,us,Indo-European,Germanic,en,AFRICA,South Africa,5360
2/1/07,us,Indo-European,Germanic,en,AFRICA,Democratic Republic of the Congo,69
2/1/07,us,Indo-European,Germanic,en,AFRICA,Zambia,119
2/1/07,us,Indo-European,Germanic,en,AFRICA,Zimbabwe,1110
2/1/07,us,Indo-European,Germanic,en,ASIA,Afghanistan,8900
2/1/07,us,Indo-European,Germanic,en,ASIA,Bangladesh,1090
2/1/07,us,Indo-European,Germanic,en,ASIA,Bhutan,28
2/1/07,us,Indo-European,Germanic,en,ASIA,India,13700
2/1/07,us,Indo-European,Germanic,en,ASIA,Sri Lanka,2230
2/1/07,us,Indo-European,Germanic,en,ASIA,Nepal,635
2/1/07,us,Indo-European,Germanic,en,ASIA,Pakistan,5440
2/1/07,us,Indo-European,Germanic,en,N_AMERICA,Canada,13400
2/1/07,us,Indo-European,Germanic,en,N_AMERICA,United States,41725
2/1/07,us,Indo-European,Germanic,en,ASIA,United Arab Emirates,1060
2/1/07,us,Indo-European,Germanic,en,AFRICA,Algeria,508
2/1/07,us,Indo-European,Germanic,en,AFRICA,Egypt,2410
2/1/07,us,Indo-European,Germanic,en,ASIA,Iran,13500
2/1/07,us,Indo-European,Germanic,en,ASIA,Iraq,21500
2/1/07,us,Indo-European,Germanic,en,ASIA,Israel,9910
2/1/07,us,Indo-European,Germanic,en,ASIA,Jordan,5130
2/1/07,us,Indo-European,Germanic,en,ASIA,Kuwait,1190
2/1/07,us,Indo-European,Germanic,en,ASIA,Lebanon,3210
2/1/07,us,Indo-European,Germanic,en,AFRICA,Libya,546
2/1/07,us,Indo-European,Germanic,en,AFRICA,Morocco,166
2/1/07,us,Indo-European,Germanic,en,ASIA,Oman,533
2/1/07,us,Indo-European,Germanic,en,ASIA,Qatar,1520
2/1/07,us,Indo-European,Germanic,en,ASIA,Saudi Arabia,3000
2/1/07,us,Indo-European,Germanic,en,ASIA,Syria,2840
2/1/07,us,Indo-European,Germanic,en,AFRICA,Tunisia,96
2/1/07,us,Indo-European,Germanic,en,ASIA,West Bank,2012
2/1/07,us,Indo-European,Germanic,en,ASIA,Yemen,153
2/1/07,us,Indo-European,Germanic,en,S_AMERICA,Argentina,8460
2/1/07,us,Indo-European,Germanic,en,S_AMERICA,Bolivia,2520
2/1/07,us,Indo-European,Germanic,en,S_AMERICA,Brazil,2660
2/1/07,us,Indo-European,Germanic,en,S_AMERICA,Chile,3880
2/1/07,us,Indo-European,Germanic,en,S_AMERICA,Colombia,3790
2/1/07,us,Indo-European,Germanic,en,N_AMERICA,Costa Rica,1550
2/1/07,us,Indo-European,Germanic,en,N_AMERICA,Cuba,3330
2/1/07,us,Indo-European,Germanic,en,N_AMERICA,Dominican Republic,176
2/1/07,us,Indo-European,Germanic,en,S_AMERICA,Ecuador,3480
2/1/07,us,Indo-European,Germanic,en,N_AMERICA,Guatemala,1750
2/1/07,us,Indo-European,Germanic,en,N_AMERICA,Honduras,908
2/1/07,us,Indo-European,Germanic,en,N_AMERICA,Haiti,157
2/1/07,us,Indo-European,Germanic,en,N_AMERICA,Jamaica,992
2/1/07,us,Indo-European,Germanic,en,N_AMERICA,Mexico,7250
2/1/07,us,Indo-European,Germanic,en,N_AMERICA,Nicaragua,1270
2/1/07,us,Indo-European,Germanic,en,N_AMERICA,Panama,1440
2/1/07,us,Indo-European,Germanic,en,S_AMERICA,Peru,1220
2/1/07,us,Indo-European,Germanic,en,N_AMERICA,Puerto Rico,1290
2/1/07,us,Indo-European,Germanic,en,S_AMERICA,Paraguay,1360
2/1/07,us,Indo-European,Germanic,en,N_AMERICA,El Salvador,2230
2/1/07,us,Indo-European,Germanic,en,S_AMERICA,Uruguay,3490
2/1/07,us,Indo-European,Germanic,en,S_AMERICA,Venezuela,5870
2/1/07,us,Indo-European,Germanic,en,EUROPE,Albania,104
2/1/07,us,Indo-European,Germanic,en,EUROPE,Armenia,709
2/1/07,us,Indo-European,Germanic,en,EUROPE,Austria,2070
2/1/07,us,Indo-European,Germanic,en,EUROPE,Azerbaijan,1060
2/1/07,us,Indo-European,Germanic,en,EUROPE,Belgium,1490
2/1/07,us,Indo-European,Germanic,en,EUROPE,Bulgaria,995
2/1/07,us,Indo-European,Germanic,en,EUROPE,Bosnia and Herzegovina,50
2/1/07,us,Indo-European,Germanic,en,EUROPE,Belarus,687
2/1/07,us,Indo-European,Germanic,en,EUROPE,Switzerland,1650
2/1/07,us,Indo-European,Germanic,en,EUROPE,Czech Republic,1190
2/1/07,us,Indo-European,Germanic,en,EUROPE,Germany,8830
2/1/07,us,Indo-European,Germanic,en,EUROPE,Denmark,1210
2/1/07,us,Indo-European,Germanic,en,EUROPE,Spain,4590
2/1/07,us,Indo-European,Germanic,en,EUROPE,Estonia,144
2/1/07,us,Indo-European,Germanic,en,EUROPE,Finland,1180
2/1/07,us,Indo-European,Germanic,en,EUROPE,France,16100
2/1/07,us,Indo-European,Germanic,en,EUROPE,United Kingdom,18975
2/1/07,us,Indo-European,Germanic,en,EUROPE,Georgia,6110
2/1/07,us,Indo-European,Germanic,en,EUROPE,Greece,811
2/1/07,us,Indo-European,Germanic,en,N_AMERICA,Greenland,75
2/1/07,us,Indo-European,Germanic,en,EUROPE,Croatia,532
2/1/07,us,Indo-European,Germanic,en,EUROPE,Hungary,917
2/1/07,us,Indo-European,Germanic,en,EUROPE,Ireland,4100
2/1/07,us,Indo-European,Germanic,en,EUROPE,Italy,5420
2/1/07,us,Indo-European,Germanic,en,ASIA,Kazakhstan,690
2/1/07,us,Indo-European,Germanic,en,ASIA,Kyrgyzstan,46
2/1/07,us,Indo-European,Germanic,en,EUROPE,Lithuania,126
2/1/07,us,Indo-European,Germanic,en,EUROPE,Macedonia,114
2/1/07,us,Indo-European,Germanic,en,EUROPE,Netherlands,1900
2/1/07,us,Indo-European,Germanic,en,EUROPE,Norway,1380
2/1/07,us,Indo-European,Germanic,en,EUROPE,Poland,1770
2/1/07,us,Indo-European,Germanic,en,EUROPE,Portugal,3820
2/1/07,us,Indo-European,Germanic,en,EUROPE,Romania,1700
2/1/07,us,Indo-European,Germanic,en,EUROPE,Russia,9980
2/1/07,us,Indo-European,Germanic,en,EUROPE,Serbia,1430
2/1/07,us,Indo-European,Germanic,en,EUROPE,Slovakia,196
2/1/07,us,Indo-European,Germanic,en,EUROPE,Slovenia,161
2/1/07,us,Indo-European,Germanic,en,EUROPE,Sweden,2130
2/1/07,us,Indo-European,Germanic,en,ASIA,Tajikistan,40
2/1/07,us,Indo-European,Germanic,en,ASIA,Turkmenistan,105
2/1/07,us,Indo-European,Germanic,en,ASIA,Turkey,2930
2/1/07,us,Indo-European,Germanic,en,EUROPE,Ukraine,2660
2/1/07,us,Indo-European,Germanic,en,ASIA,Uzbekistan,81
2/1/07,us,Indo-European,Germanic,en,OCEANIA,Australia,12700
2/1/07,us,Indo-European,Germanic,en,ASIA,China,20600
2/1/07,us,Indo-European,Germanic,en,ASIA,Hong Kong,3650
2/1/07,us,Indo-European,Germanic,en,ASIA,Indonesia,4240
2/1/07,us,Indo-European,Germanic,en,ASIA,Japan,11800
2/1/07,us,Indo-European,Germanic,en,ASIA,Cambodia,110
2/1/07,us,Indo-European,Germanic,en,ASIA,South Korea,3640
2/1/07,us,Indo-European,Germanic,en,ASIA,Laos,85
2/1/07,us,Indo-European,Germanic,en,ASIA,Macau,112
2/1/07,us,Indo-European,Germanic,en,ASIA,Myanmar,122
2/1/07,us,Indo-European,Germanic,en,ASIA,Mongolia,89
2/1/07,us,Indo-European,Germanic,en,ASIA,Malaysia,1940
2/1/07,us,Indo-European,Germanic,en,OCEANIA,New Zealand,4330
2/1/07,us,Indo-European,Germanic,en,ASIA,Philippines,1790
2/1/07,us,Indo-European,Germanic,en,OCEANIA,Papua New Guinea,79
2/1/07,us,Indo-European,Germanic,en,ASIA,North Korea,3560
2/1/07,us,Indo-European,Germanic,en,ASIA,Singapore,2390
2/1/07,us,Indo-European,Germanic,en,ASIA,Thailand,1860
2/1/07,us,Indo-European,Germanic,en,ASIA,Vietnam,3210
2/1/07,us,Indo-European,Germanic,en,ASIA,Taiwan,1820
2/1/07,us,Indo-European,Germanic,en,S_AMERICA,French Guiana,14
2/1/07,us,Indo-European,Germanic,en,AFRICA,South Sudan,512
3/1/07,us,Indo-European,Germanic,en,AFRICA,Angola,1090
3/1/07,us,Indo-European,Germanic,en,AFRICA,Burundi,132
3/1/07,us,Indo-European,Germanic,en,AFRICA,Benin,71
3/1/07,us,Indo-European,Germanic,en,AFRICA,Burkina Faso,555
3/1/07,us,Indo-European,Germanic,en,AFRICA,Botswana,105
3/1/07,us,Indo-European,Germanic,en,AFRICA,Central African Republic,98
3/1/07,us,Indo-European,Germanic,en,AFRICA,Cote d'Ivoire,364
3/1/07,us,Indo-European,Germanic,en,AFRICA,Cameroon,132
3/1/07,us,Indo-European,Germanic,en,AFRICA,Republic of the Congo,88
3/1/07,us,Indo-European,Germanic,en,AFRICA,Eritrea,505
3/1/07,us,Indo-European,Germanic,en,AFRICA,Ethiopia,1130
3/1/07,us,Indo-European,Germanic,en,AFRICA,Gabon,75
3/1/07,us,Indo-European,Germanic,en,AFRICA,Ghana,1630
3/1/07,us,Indo-European,Germanic,en,AFRICA,Guinea,701
3/1/07,us,Indo-European,Germanic,en,AFRICA,Gambia,64
3/1/07,us,Indo-European,Germanic,en,AFRICA,Guinea-Bissau,35
3/1/07,us,Indo-European,Germanic,en,AFRICA,Kenya,2280
3/1/07,us,Indo-European,Germanic,en,AFRICA,Liberia,162
3/1/07,us,Indo-European,Germanic,en,AFRICA,Lesotho,61
3/1/07,us,Indo-European,Germanic,en,AFRICA,Madagascar,105
3/1/07,us,Indo-European,Germanic,en,AFRICA,Mali,1390
3/1/07,us,Indo-European,Germanic,en,AFRICA,Mozambique,145
3/1/07,us,Indo-European,Germanic,en,AFRICA,Mauritania,77
3/1/07,us,Indo-European,Germanic,en,AFRICA,Mauritius,70
3/1/07,us,Indo-European,Germanic,en,AFRICA,Malawi,123
3/1/07,us,Indo-European,Germanic,en,AFRICA,Namibia,533
3/1/07,us,Indo-European,Germanic,en,AFRICA,Niger,749
3/1/07,us,Indo-European,Germanic,en,AFRICA,Nigeria,2470
3/1/07,us,Indo-European,Germanic,en,AFRICA,Rwanda,527
3/1/07,us,Indo-European,Germanic,en,AFRICA,Sudan,1900
3/1/07,us,Indo-European,Germanic,en,AFRICA,Senegal,169
3/1/07,us,Indo-European,Germanic,en,AFRICA,Sierra Leone,144
3/1/07,us,Indo-European,Germanic,en,AFRICA,Somalia,1520
3/1/07,us,Indo-European,Germanic,en,AFRICA,Chad,2250
3/1/07,us,Indo-European,Germanic,en,AFRICA,Togo,146
3/1/07,us,Indo-European,Germanic,en,AFRICA,Tanzania,732
3/1/07,us,Indo-European,Germanic,en,AFRICA,Uganda,1170
3/1/07,us,Indo-European,Germanic,en,AFRICA,South Africa,7700
3/1/07,us,Indo-European,Germanic,en,AFRICA,Democratic Republic of the Congo,82
3/1/07,us,Indo-European,Germanic,en,AFRICA,Zambia,109
3/1/07,us,Indo-European,Germanic,en,AFRICA,Zimbabwe,3440
3/1/07,us,Indo-European,Germanic,en,ASIA,Afghanistan,10800
3/1/07,us,Indo-European,Germanic,en,ASIA,Bangladesh,2560
3/1/07,us,Indo-European,Germanic,en,ASIA,Bhutan,55
3/1/07,us,Indo-European,Germanic,en,ASIA,India,15900
3/1/07,us,Indo-European,Germanic,en,ASIA,Sri Lanka,3750
3/1/07,us,Indo-European,Germanic,en,ASIA,Nepal,711
3/1/07,us,Indo-European,Germanic,en,ASIA,Pakistan,8250
3/1/07,us,Indo-European,Germanic,en,N_AMERICA,Canada,15200
3/1/07,us,Indo-European,Germanic,en,N_AMERICA,United States,45740
3/1/07,us,Indo-European,Germanic,en,ASIA,United Arab Emirates,1335
3/1/07,us,Indo-European,Germanic,en,AFRICA,Algeria,190
3/1/07,us,Indo-European,Germanic,en,AFRICA,Egypt,2600
3/1/07,us,Indo-European,Germanic,en,ASIA,Iran,15100
3/1/07,us,Indo-European,Germanic,en,ASIA,Iraq,21500
3/1/07,us,Indo-European,Germanic,en,ASIA,Israel,10800
3/1/07,us,Indo-European,Germanic,en,ASIA,Jordan,5820
3/1/07,us,Indo-European,Germanic,en,ASIA,Kuwait,1560
3/1/07,us,Indo-European,Germanic,en,ASIA,Lebanon,3300
3/1/07,us,Indo-European,Germanic,en,AFRICA,Libya,555
3/1/07,us,Indo-European,Germanic,en,AFRICA,Morocco,169
3/1/07,us,Indo-European,Germanic,en,ASIA,Oman,575
3/1/07,us,Indo-European,Germanic,en,ASIA,Qatar,2040
3/1/07,us,Indo-European,Germanic,en,ASIA,Saudi Arabia,3110
3/1/07,us,Indo-European,Germanic,en,ASIA,Syria,2790
3/1/07,us,Indo-European,Germanic,en,AFRICA,Tunisia,118
3/1/07,us,Indo-European,Germanic,en,ASIA,West Bank,2149
3/1/07,us,Indo-European,Germanic,en,ASIA,Yemen,164
3/1/07,us,Indo-European,Germanic,en,S_AMERICA,Argentina,9780
3/1/07,us,Indo-European,Germanic,en,S_AMERICA,Bolivia,3170
3/1/07,us,Indo-European,Germanic,en,S_AMERICA,Brazil,3300
3/1/07,us,Indo-European,Germanic,en,S_AMERICA,Chile,4940
3/1/07,us,Indo-European,Germanic,en,S_AMERICA,Colombia,5930
3/1/07,us,Indo-European,Germanic,en,N_AMERICA,Costa Rica,1530
3/1/07,us,Indo-European,Germanic,en,N_AMERICA,Cuba,4180
3/1/07,us,Indo-European,Germanic,en,N_AMERICA,Dominican Republic,167
3/1/07,us,Indo-European,Germanic,en,S_AMERICA,Ecuador,4140
3/1/07,us,Indo-European,Germanic,en,N_AMERICA,Guatemala,3670
3/1/07,us,Indo-European,Germanic,en,N_AMERICA,Honduras,1070
3/1/07,us,Indo-European,Germanic,en,N_AMERICA,Haiti,703
3/1/07,us,Indo-European,Germanic,en,N_AMERICA,Jamaica,3170
3/1/07,us,Indo-European,Germanic,en,N_AMERICA,Mexico,9610
3/1/07,us,Indo-European,Germanic,en,N_AMERICA,Nicaragua,1870
3/1/07,us,Indo-European,Germanic,en,N_AMERICA,Panama,2070
3/1/07,us,Indo-European,Germanic,en,S_AMERICA,Peru,1410
