cultexp
eng	3300.798
fra	997.7
deu	929.088
ita	801.15
spa	774.644
rus	429.38
ara	273.068
por	235.687
nld	226.858
pol	164.894
twit.eig
eng	1
msa	0.822992157666438
spa	0.693458419022746
por	0.570558612190605
fra	0.508144128194999
nld	0.475438332157708
ita	0.473361877348239
ces	0.427695513933462
kor	0.397599449640275
deu	0.345795250405766
wiki.eig
eng	1
deu	0.881853885828308
fra	0.818472173093032
spa	0.722866816754267
jpn	0.716780194239308
ita	0.66787741888798
rus	0.641438481118609
swe	0.637980708718283
nld	0.582232256103462
pol	0.521210982692337
book.eig
eng	1
deu	0.948573661161243
fra	0.908485778147255
rus	0.857987629055577
spa	0.777157259129472
ita	0.666951794601443
swe	0.571497110044563
pol	0.547185866425526
nld	0.540485899013472
dan	0.502651584265193
country_code	total_exports
US	2291
GB	1140
FR	857
IT	793
DE	740
RU	369
ES	298
TR	184
PL	167
NL	162
GR	140
