twit.eig	twit.popfrom	wiki.eig	wiki.popfrom	book.eig	book.popfrom	gdp.pc	pop	cultexp	language
0.01171827	48761	0.00223104	776	0.00086109	357	10372.8079431	13	1.2015	afr
0.05422551	131637	0.03207688	6361	0.01588606	11884	8719.5625651	530	9.534	ara
0.00026921	1809	0.00301522	1111	0.00028409	774	11902.4669348	27	1.263	aze
5.05e-05	136	0.0039574	843	0.00334541	2223	2457.33401614	230	1.547	ben
0.010975	40534	0.02784782	8075	0.00949586	8328	30625.747	9	1.19	cat
0.01293374	37535	0.03311951	8493	0.02775867	17202	27062.243	12	5.724	ces
0.00467135	17932	0.03408103	8164	0.03020216	21239	37151.508	6	12	dan
0.01711333	44604	0.4787209	103768	0.26334749	201718	38268.2796026	185	105.294	deu
0.0061217	30542	0.01877043	3789	0.01143029	4862	26693.0809689	15	1.89	ell
0.69329476	3525628	0.65929841	273987	0.89803531	1225237	32952.654697	1500	323.955	eng
0.00042093	1763	0.02186386	4738	0.0043465	2837	9826.0354018	107	1.06	fas
0.00138618	4130	0.04780708	11484	0.01160693	8296	36235.97	6	2.736	fin
0.03696668	97224	0.33783444	69366	0.29695532	216624	15102.6722995	200	65.509	fra
0.003212	10655	0.03030069	7389	0.02696108	12743	12907.5138499	23	3.943	hbs
0.00072731	1750	0.03049572	6538	0.02361634	9889	30975.092	10	4	heb
0.00043965	1172	0.00575338	1178	0.00247332	1469	3695.83888693	550	2.903	hin
0.00121054	2893	0.03845013	9488	0.02802628	11256	18671.7887242	15	8.732	hun
0.02517954	70750	0.15703838	33146	0.09374308	66453	30623.2300236	70	20.2	ita
0.04418507	143837	0.12399229	28951	0.04398496	26921	34739.655	132	18	jpn
0.02250541	82174	0.02475757	5941	0.00309892	4621	21723.4850386	78	2	kor
0.0002094	704	0.0075504	1979	0.00322933	1985	18856.187	4	2.46	lit
0.10582998	270045	0.13486947	26888	0.03955701	18978	40518.2127388	27	22.4	nld
0.00436981	14433	0.06036022	13866	0.0106394	14530	53470.697	5	10	nor
7.664e-05	372	0.00031099	105	0.00085128	327	3031.50578618	104	1.636	pan
0.00234695	5832	0.0938191	21517	0.02271051	14104	20326.4642435	43	24.618	pol
0.35208674	864037	0.10986822	22072	0.02105229	11390	11852.9173512	290	3.662	por
0.00157288	4834	0.02808689	6192	0.01328133	5475	11353.6063289	28	2.73	ron
0.01401232	41784	0.1516584	35178	0.08565274	101395	15487.109845	278	31.401	rus
0.34811446	919417	0.28746349	58791	0.08539987	52955	16776.6240904	500	45.701	spa
0.00728292	17619	0.0927484	20863	0.03363697	39192	40265.4412139	10	28.165	swe
0.02408795	59095	0.0451629	10189	0.00340584	2658	14623.1660236	70	2.396	tur
1.951e-05	2691	0.01974593	7076	0.00352934	2877	7241.74481868	45	2.69	ukr
0.00204518	5392	0.01183458	3098	0.00142575	668	3447.16495996	80	1.1	vie
0.00453649	15177	0.09375027	19201	0.01396375	13337	9206.98537851	1575	11.313	zho
