EnglishName	Lang	ISO6393Lang	IndigName	FirstDate	FirstTime	LastSize
Bank of America	cs	ces	Bank of America	2010-08-04	11:10:07	1521
Bank of America	id	msa	Bank of America	2005-03-27	15:34:08	3499
Bank of America	es	spa	Bank of America	2008-01-23	12:40:09	7104
Bank of America	ru	rus	Bank of America	2006-12-04	11:04:24	16124
Bank of America	nl	nld	Bank of America	2007-03-14	19:49:26	6596
Bank of America	pt	por	Bank of America	2006-03-09	16:54:22	2555
Bank of America	lv	lav	Bank of America	2008-05-27	19:25:44	3264
Bank of America	lt	lit	Bank of America	2010-11-14	11:31:15	2366
Bank of America	ro	ron	Bank of America	2007-08-31	13:14:11	2950
Bank of America	war	war	Bank of America	2012-10-05	23:27:01	1028
Bank of America	pl	pol	Bank of America	2006-03-19	20:08:39	3660
Bank of America	be	bel	Bank of America	2011-12-09	18:09:27	5790
Bank of America	fr	fra	Bank of America	2005-09-26	19:57:14	19327
Bank of America	ms	msa	Bank of America	2010-06-24	15:10:12	5855
Bank of America	de	deu	Bank of America	2005-12-19	13:40:23	14011
Bank of America	da	dan	Bank of America	2010-11-23	02:15:59	5335
Bank of America	fa	fas	بنک آو امریکا	2008-12-12	19:47:32	4714
Bank of America	hi	hin	बैंक ऑफ अमेरिका	2010-08-05	10:41:40	118269
Bank of America	fi	fin	Bank of America	2006-10-21	21:19:53	2535
Bank of America	ja	jpn	バンク・オブ・アメリカ	2004-12-01	14:30:46	19445
Bank of America	he	heb	בנק אוף אמריקה	2011-10-09	20:50:45	9086
Bank of America	uz	uzb	Bank of America	2008-07-18	21:24:44	3271
Bank of America	ko	kor	뱅크 오브 아메리카	2008-10-08	12:13:21	4490
Bank of America	sv	swe	Bank of America	2005-09-17	12:47:09	3235
Bank of America	sk	slk	Bank of America	2007-07-10	07:00:50	1607
Bank of America	uk	ukr	Банк Америки	2007-08-21	20:55:10	3761
AOL	en	eng	AOL	2001-11-07	07:49:36	63506
AOL	zh	zho	美国在线	2004-07-16	09:27:06	3613
AOL	vi	vie	AOL	2007-08-18	07:09:34	1660
AOL	it	ita	AOL	2005-07-11	15:01:58	3846
AOL	kn	kan	ಎಒಎಲ್	2010-07-29	09:06:58	132196
AOL	ar	ara	إيه أو إل	2007-12-20	00:03:39	2112
AOL	cs	ces	AOL	2008-08-18	17:46:11	3051
AOL	id	msa	AOL	2008-02-03	14:14:39	28278
AOL	es	spa	AOL	2005-12-07	20:56:17	25433
AOL	ru	rus	AOL	2007-04-08	10:44:09	4532
AOL	nl	nld	AOL	2004-04-06	18:58:16	3884
AOL	nn	nor	AOL	2009-09-12	00:37:42	1482
AOL	no	nor	AOL	2005-01-26	03:07:05	1388
AOL	tr	tur	AOL	2005-10-28	18:48:42	1433
AOL	lt	lit	AOL	2006-05-02	17:11:18	1284
AOL	th	tha	เอโอแอล	2007-03-17	12:55:29	2863
AOL	ro	ron	AOL	2007-09-21	20:56:04	1580
AOL	pl	pol	AOL	2003-07-22	13:35:10	5144
AOL	be	bel	AOL	2012-09-21	12:05:59	4457
AOL	fr	fra	America Online	2002-09-13	17:59:26	13001
AOL	bg	bul	AOL	2011-12-04	14:06:22	5532
AOL	de	deu	AOL	2003-06-29	18:23:28	25893
AOL	da	dan	AOL (internet)	2007-03-09	22:17:46	1047
AOL	fa	fas	ای‌.او‌ال	2011-03-15	05:10:07	3135
AOL	hi	hin	एओऍल	2010-07-29	12:17:18	118882
AOL	fi	fin	AOL	2006-06-19	06:25:29	1862
AOL	hu	hun	America Online	2005-08-07	23:42:21	12634
AOL	ja	jpn	AOL	2004-11-16	09:12:58	10067
AOL	he	heb	אמריקה און ליין	2010-05-12	16:29:35	7132
AOL	ka	kat	AOL	2008-10-16	16:16:33	2730
AOL	te	tel	AOL(ఎవోఎల్)	2010-08-25	06:59:42	128690
AOL	pt	por	AOL	2004-09-05	00:57:04	12564
AOL	uz	uzb	AOL	2008-04-10	15:57:32	937
AOL	ko	kor	AOL	2007-09-05	05:57:43	1141
AOL	sv	swe	America Online	2004-06-29	20:59:22	1707
AOL	uk	ukr	AOL	2010-03-25	15:10:13	5723
AOL	sl	slv	AOL	2007-04-03	15:36:24	2136
Yamaha Corporation	eo	epo	Yamaha Corporation	2009-05-17	11:58:43	2353
Yamaha Corporation	en	eng	Yamaha Corporation	2003-08-31	08:22:35	13608
Yamaha Corporation	zh	zho	山葉株式會社	2006-03-30	15:44:53	6516
Yamaha Corporation	vi	vie	Yamaha	2008-07-03	14:13:16	2828
Yamaha Corporation	ca	cat	Yamaha Corporation	2005-07-12	10:42:03	2664
Yamaha Corporation	it	ita	Yamaha Corporation	2007-05-21	17:49:02	3826
Yamaha Corporation	ar	ara	شركة ياماها	2008-07-22	08:10:24	4741
Yamaha Corporation	cs	ces	Yamaha	2009-06-19	16:35:37	1736
Yamaha Corporation	id	msa	Yamaha	2005-05-22	18:19:02	5241
Yamaha Corporation	es	spa	Yamaha Corporation	2005-07-27	14:13:18	10246
Yamaha Corporation	ru	rus	Yamaha	2007-06-14	07:28:35	34258
Yamaha Corporation	nl	nld	Yamaha Corporation	2006-06-08	21:47:38	2345
Yamaha Corporation	pt	por	Yamaha	2006-02-16	03:52:21	8577
Yamaha Corporation	no	nor	Yamaha	2008-08-10	22:09:12	1971
Yamaha Corporation	tr	tur	Yamaha	2006-12-31	01:22:02	1948
Yamaha Corporation	lt	lit	Yamaha Corporation	2011-09-21	16:03:06	3481
Yamaha Corporation	th	tha	ยามาฮ่า	2009-05-29	12:37:05	3519
Yamaha Corporation	ro	ron	Yamaha	2006-11-29	22:22:59	2805
Yamaha Corporation	pl	pol	Yamaha	2004-09-26	15:16:22	3338
Yamaha Corporation	fr	fra	Yamaha	2004-12-27	15:15:03	18150
Yamaha Corporation	ms	msa	Yamaha	2006-02-22	07:53:47	2263
Yamaha Corporation	hr	hbs	Yamaha	2011-04-14	10:18:30	1190
Yamaha Corporation	de	deu	Yamaha Corporation	2004-03-09	11:09:26	10076
Yamaha Corporation	ko	kor	야마하	2008-04-25	03:10:41	5511
Yamaha Corporation	da	dan	Yamaha	2005-04-19	08:45:10	1278
Yamaha Corporation	fa	fas	شرکت یاماها	2010-01-14	11:57:45	1882
Yamaha Corporation	fi	fin	Yamaha	2005-11-28	00:19:24	3915
Yamaha Corporation	hu	hun	Yamaha	2008-03-15	23:09:05	3685
Yamaha Corporation	ja	jpn	ヤマハ	2004-02-29	10:56:11	55256
Yamaha Corporation	he	heb	ימאהה	2006-07-04	09:29:31	3327
Yamaha Corporation	te	tel	యమహా	2011-10-31	12:12:00	3768
Yamaha Corporation	oc	oci	Yamaha	2009-09-23	09:16:44	1640
Yamaha Corporation	sv	swe	Yamaha Corporation	2005-04-11	17:13:28	3223
Yamaha Corporation	mk	mkd	Yamaha	2008-11-05	23:22:46	1879
Yamaha Corporation	sco	sco	Yamaha	2010-09-26	07:51:06	1935
Yamaha Corporation	sk	slk	Jamaha	2009-10-20	19:24:29	1546
Yamaha Corporation	uk	ukr	Yamaha	2007-08-21	08:50:17	20011
Volkswagen	eo	epo	Volkswagen	2006-11-22	21:25:22	1838
Volkswagen	en	eng	Volkswagen	2001-05-03	22:41:23	96496
Volkswagen	zh	zho	大众汽车	2004-05-03	07:08:00	18673
Volkswagen	wuu	zho	大众汽车	2008-12-07	08:18:08	6819
Volkswagen	af	afr	Volkswagen	2009-11-28	22:08:14	1766
Volkswagen	vi	vie	Volkswagen	2007-03-22	13:13:04	8417
Volkswagen	ca	cat	Volkswagen	2005-06-17	01:36:40	14997
Volkswagen	it	ita	Volkswagen	2012-03-01	16:54:59	12548
Volkswagen	cs	ces	Volkswagen	2006-10-16	17:55:37	17227
Volkswagen	cy	cym	Volkswagen	2007-10-28	14:22:03	3630
Volkswagen	ar	ara	فولكس فاجن	2007-09-30	04:58:25	11617
Volkswagen	ug	uig	ئاممىباپ ئاپتوموبىل	2010-02-24	22:14:26	2255
Volkswagen	eu	eus	Volkswagen AG	2010-12-04	19:23:58	3613
Volkswagen	zu	zul	Volkswagen	2010-10-19	13:14:42	1516
Volkswagen	gl	glg	Volkswagen	2004-10-27	22:12:43	8604
Volkswagen	id	msa	Volkswagen	2006-07-19	13:07:17	67696
Volkswagen	es	spa	Volkswagen	2003-11-07	23:00:33	23527
Volkswagen	ru	rus	Volkswagen	2008-11-03	19:16:23	48607
Volkswagen	az	aze	Volkswagen	2009-12-25	15:57:32	50864
Volkswagen	nl	nld	Volkswagen	2003-07-23	19:11:54	23240
Volkswagen	nn	nor	Volkswagen	2007-09-18	15:09:55	5732
Volkswagen	la	lat	Volkswagen	2005-05-05	13:21:44	3421
Volkswagen	pms	pms	Volkswagen	2011-01-20	10:26:09	2296
Volkswagen	tr	tur	Volkswagen	2004-12-11	22:39:32	55581
Volkswagen	lv	lav	Volkswagen	2006-09-24	15:46:59	20749
Volkswagen	lt	lit	Volkswagen	2006-04-01	18:31:57	2294
Volkswagen	th	tha	โฟล์คสวาเกน	2012-03-18	13:43:50	10636
Volkswagen	ro	ron	Volkswagen	2007-02-28	10:50:33	7702
Volkswagen	is	isl	Volkswagen	2010-04-03	23:27:07	2659
Volkswagen	pl	pol	Volkswagen	2004-08-20	21:45:10	11574
Volkswagen	ta	tam	வோல்க்ஸ்வேகன்	2011-08-15	14:14:53	3712
Volkswagen	fr	fra	Volkswagen	2004-03-29	13:17:33	21690
Volkswagen	ms	msa	Volkswagen	2008-11-06	11:47:23	10301
Volkswagen	ast	ast	Volkswagen	2011-08-28	20:59:13	14884
Volkswagen	mr	mar	फोक्सवागन	2008-03-24	06:27:07	5835
Volkswagen	jv	jav	Volkswagen	2008-02-28	21:59:29	3185
Volkswagen	de	deu	Volkswagen	2003-05-30	13:13:25	37860
Volkswagen	ko	kor	폭스바겐	2006-06-03	06:50:53	9864
Volkswagen	da	dan	Volkswagen	2004-09-06	13:30:17	13131
Volkswagen	fa	fas	فولکس‌واگن	2008-02-28	22:56:51	9160
Volkswagen	br	bre	Volkswagen	2011-08-08	13:37:34	5957
Volkswagen	bs	hbs	Volkswagen	2007-02-27	18:29:32	4410
Volkswagen	fi	fin	Volkswagen	2004-09-26	15:20:15	29164
Volkswagen	pnb	lah	فوکس ویگن	2012-04-07	17:53:35	3051
Volkswagen	ja	jpn	フォルクスワーゲン	2004-06-14	22:31:53	40926
Volkswagen	he	heb	פולקסווגן	2004-08-23	13:44:29	15538
Volkswagen	te	tel	వోక్స్ వాగన్	2009-11-25	12:29:46	23632
Volkswagen	pt	por	Volkswagen	2004-10-17	01:28:19	18890
Volkswagen	ckb	kur	فۆلکسڤاگن	2012-06-01	09:24:05	3053
Volkswagen	no	nor	Volkswagen	2004-06-01	20:26:53	10618
Volkswagen	sw	swa	Volkswagen	2011-07-02	10:58:32	5947
Volkswagen	sv	swe	Volkswagen	2003-01-03	18:53:39	27406
Volkswagen	ur	urd	ووکس ویگن	2007-03-16	13:17:19	2081
Volkswagen	sk	slk	Volkswagen	2008-03-14	22:04:59	15802
Volkswagen	sh	hbs	Volkswagen	2011-08-19	18:07:28	3543
Volkswagen	uk	ukr	Volkswagen	2006-04-15	09:26:45	21452
Volkswagen	sl	slv	Volkswagen	2007-07-30	17:46:05	3647
Volkswagen	hu	hun	Volkswagen	2007-08-02	14:17:11	10276
Volkswagen	diq	zza	Volkswagen	2011-09-13	12:17:00	1696
GlaxoSmithKline	eo	epo	GlaxoSmithKline	2009-11-21	21:27:26	4777
GlaxoSmithKline	en	eng	GlaxoSmithKline	2003-03-06	15:31:17	53088
GlaxoSmithKline	zh	zho	葛蘭素史克	2004-03-02	18:22:48	7549
GlaxoSmithKline	is	isl	GlaxoSmithKline	2009-12-29	20:55:28	2134
GlaxoSmithKline	it	ita	GlaxoSmithKline	2007-09-19	21:33:13	35753
GlaxoSmithKline	kn	kan	ಗ್ಲಾಕ್ಸೊ ಸ್ಮಿತ್‌ಕ್ಲೈನ್	2011-06-23	11:11:20	90913
GlaxoSmithKline	cs	ces	GlaxoSmithKline	2012-07-04	19:09:28	3304
GlaxoSmithKline	id	msa	GlaxoSmithKline	2007-01-04	14:25:23	1413
GlaxoSmithKline	es	spa	GlaxoSmithKline	2007-01-06	00:49:03	4329
GlaxoSmithKline	ru	rus	GlaxoSmithKline	2006-09-12	10:37:42	34593
GlaxoSmithKline	nl	nld	GlaxoSmithKline	2008-01-03	03:56:34	2615
GlaxoSmithKline	pt	por	GlaxoSmithKline	2006-04-06	22:36:26	5781
GlaxoSmithKline	no	nor	GlaxoSmithKline	2004-10-08	17:39:04	2690
GlaxoSmithKline	ro	ron	GlaxoSmithKline	2007-08-28	20:04:04	3806
GlaxoSmithKline	pl	pol	GlaxoSmithKline	2006-01-05	15:13:48	4975
GlaxoSmithKline	fr	fra	GlaxoSmithKline	2005-09-18	09:01:56	20798
GlaxoSmithKline	de	deu	GlaxoSmithKline	2004-10-28	20:05:38	14918
GlaxoSmithKline	hu	hun	GlaxoSmithKline	2009-11-12	04:06:49	1924
GlaxoSmithKline	hi	hin	ग्लैक्सो स्मिथक्लाइन	2011-04-28	03:43:44	88797
GlaxoSmithKline	fi	fin	GlaxoSmithKline	2007-02-04	16:35:45	7760
GlaxoSmithKline	da	dan	GlaxoSmithKline	2007-04-05	14:01:18	1817
GlaxoSmithKline	ja	jpn	グラクソ・スミスクライン	2004-07-12	06:47:59	16083
GlaxoSmithKline	te	tel	గ్లాక్సో స్మిత్ క్లైన్	2011-05-28	05:39:21	89856
GlaxoSmithKline	nn	nor	GlaxoSmithKline	2005-09-28	18:51:53	1568
GlaxoSmithKline	sr	hbs	GlaksoSmitKlajn	2012-02-25	23:39:24	4627
GlaxoSmithKline	ko	kor	글락소스미스클라인	2010-04-02	08:17:34	2370
GlaxoSmithKline	sv	swe	Glaxosmithkline	2008-03-08	10:19:24	1843
GlaxoSmithKline	sco	sco	GlaxoSmithKline	2005-09-23	05:42:30	1259
GlaxoSmithKline	sh	hbs	GlaxoSmithKline	2011-05-17	08:18:16	4798
GlaxoSmithKline	ms	msa	GlaxoSmithKline	2012-07-10	03:09:13	5648
Time Inc.	be	bel	Time Inc.	2012-02-15	20:11:00	2917
Time Inc.	fr	fra	Time (entreprise)	2003-12-30	09:29:19	1229
Time Inc.	en	eng	Time Inc.	2006-08-26	04:21:21	4005
Time Inc.	nl	nld	Time Inc.	2006-03-13	17:34:03	1380
Time Inc.	pt	por	Time Inc.	2005-05-04	02:22:39	1571
Time Inc.	no	nor	Time Inc.	2005-01-26	02:46:37	928
Time Inc.	is	isl	Time Inc.	2012-01-10	02:01:55	771
Time Inc.	de	deu	Time Inc.	2010-08-01	15:29:21	2746
Time Inc.	it	ita	Time Inc.	2010-01-26	20:00:13	1292
Time Inc.	sv	swe	Time Inc.	2008-01-22	20:20:04	1991
Time Inc.	ru	rus	Time Inc.	2007-11-03	16:24:33	3057
Time Inc.	ro	ron	Time Inc.	2008-06-29	19:59:59	1162
Time Inc.	es	spa	Time Inc.	2007-05-27	00:12:47	1067
Pearson plc	fr	fra	Pearson (maison d'édition)	2006-09-24	07:42:46	5721
Pearson plc	en	eng	Pearson plc	2004-09-06	04:52:22	15519
Pearson plc	zh	zho	培生集團	2007-12-21	17:35:50	2103
Pearson plc	ca	cat	Pearson PLC	2011-10-03	22:02:22	1426
Pearson plc	de	deu	Mediengruppe Pearson	2004-10-06	13:37:13	5198
Pearson plc	et	est	Pearson PLC	2010-06-07	19:27:56	1293
Pearson plc	ro	ron	Pearson	2007-08-30	15:53:37	1482
Pearson plc	ja	jpn	ピアソン (企業)	2006-11-07	10:30:32	2711
Sony	el	ell	Sony	2003-11-13	18:58:59	3375
Sony	eo	epo	Sony	2005-09-05	05:42:51	2036
Sony	ang	ang	Sonyȝeȝyld	2012-03-18	02:20:52	1916
Sony	zh	zho	索尼	2004-03-22	04:59:04	83523
Sony	ga	gle	Sony	2007-03-16	22:00:13	1970
Sony	vi	vie	Sony	2005-10-17	08:36:30	12217
Sony	ca	cat	Sony	2006-07-27	08:01:12	12544
Sony	it	ita	Sony	2005-09-21	13:29:51	15134
Sony	eu	eus	Sony	2010-05-25	20:08:26	2902
Sony	ar	ara	سوني	2005-05-27	22:23:11	10536
Sony	io	ido	Sony	2011-02-14	23:15:23	1621
Sony	cs	ces	Sony	2006-11-12	16:44:32	4404
Sony	et	est	Sony	2010-03-04	19:06:58	2505
Sony	gl	glg	Sony	2006-02-09	00:19:56	13062
Sony	id	msa	Sony	2004-12-04	16:58:33	11651
Sony	es	spa	Sony	2004-03-07	12:10:07	27626
Sony	ps	pus	سوني	2012-01-10	12:40:40	1304
Sony	az	aze	Sony	2010-04-29	12:20:15	2196
Sony	nl	nld	Sony Corporation	2004-04-06	23:12:04	13522
Sony	nn	nor	Sony	2012-06-05	15:15:55	2174
Sony	no	nor	Sony	2005-03-23	11:26:59	5079
Sony	tr	tur	Sony	2005-08-03	13:24:29	19999
Sony	lv	lav	Sony	2008-01-19	15:17:00	3318
Sony	lt	lit	Sony	2007-04-23	16:17:58	3242
Sony	en	eng	Sony	2001-05-08	18:19:04	55842
Sony	th	tha	โซนี่	2006-06-09	05:10:22	9450
Sony	ro	ron	Sony	2003-09-30	13:56:07	13109
Sony	sah	sah	Sony	2009-03-03	10:22:54	4076
Sony	is	isl	Sony	2005-11-14	11:47:55	2018
Sony	pl	pol	Sony	2005-04-11	22:35:24	11872
Sony	ta	tam	சோனி	2008-12-03	16:46:45	5841
Sony	be	bel	Sony	2010-04-17	10:39:47	4824
Sony	fr	fra	Sony	2002-07-01	08:36:51	22433
Sony	bg	bul	Сони	2006-07-05	13:21:44	6307
Sony	ms	msa	Sony	2006-04-04	02:01:44	4679
Sony	yo	yor	Sony	2009-12-17	18:18:39	4248
Sony	ru	rus	Sony	2005-08-18	10:51:46	14998
Sony	hr	hbs	Sony	2010-04-24	14:45:02	9025
Sony	bn	ben	সনি	2006-05-10	19:33:24	3549
Sony	de	deu	Sony	2003-01-15	17:53:34	23203
Sony	ko	kor	소니	2005-05-07	17:34:20	11455
Sony	da	dan	Sony	2005-04-12	11:07:30	2454
Sony	fa	fas	سونی	2007-08-01	10:24:32	13302
Sony	hi	hin	सोनी	2009-11-19	05:56:32	1256
Sony	bs	hbs	Sony	2006-07-31	13:37:33	2124
Sony	fi	fin	Sony	2004-07-13	04:01:31	6230
Sony	hy	hye	Սոնի	2012-04-18	06:09:48	2722
Sony	pnb	lah	سونی	2008-10-25	13:45:17	1274
Sony	ja	jpn	ソニー	2003-02-15	23:02:45	53766
Sony	he	heb	סוני	2004-09-21	10:33:49	9000
Sony	kaa	kaa	Sony	2008-11-15	07:25:33	4010
Sony	ka	kat	Sony	2009-10-13	12:49:41	7415
Sony	mr	mar	सोनी	2008-10-20	02:40:20	4616
Sony	pt	por	Sony	2004-11-28	20:38:05	11154
Sony	gan	zho	Sony	2008-03-20	15:19:28	1509
Sony	kk	kaz	Sony	2011-10-31	06:00:28	8344
Sony	sr	hbs	Сони	2007-05-15	11:39:50	3497
Sony	sq	sqi	Sony	2006-02-26	01:09:52	3943
Sony	ckb	kur	کۆمپانیای سۆنی	2012-01-25	15:54:24	2753
Sony	uz	uzb	Sony	2007-11-20	11:50:26	4991
Sony	sv	swe	Sony	2004-05-02	14:55:42	6305
Sony	ur	urd	سونی	2006-11-29	11:26:11	2199
Sony	sk	slk	Soní	2007-05-16	22:11:20	5042
Sony	sh	hbs	Sony	2007-06-22	19:07:56	10859
Sony	uk	ukr	Sony	2006-12-28	19:58:41	10793
Sony	sl	slv	Sony	2007-09-17	16:45:33	3929
Sony	ku	kur	Sony	2011-03-30	23:36:31	1610
Sony	hu	hun	Sony Corporation	2007-10-06	19:04:49	6498
Schneider Electric	el	ell	Schneider Electric	2011-08-23	12:52:05	5529
Schneider Electric	fr	fra	Schneider Electric	2004-01-31	16:49:14	30922
Schneider Electric	en	eng	Schneider Electric	2005-01-26	21:29:25	8975
Schneider Electric	nl	nld	Schneider Electric	2011-04-23	15:33:58	2117
Schneider Electric	ro	ron	Schneider Electric	2007-08-28	11:08:46	2562
Schneider Electric	pt	por	Schneider Electric	2006-10-31	21:41:54	4559
Schneider Electric	ru	rus	Schneider Electric	2006-08-03	07:23:39	18359
Schneider Electric	id	msa	Schneider Electric	2012-05-13	15:13:40	10374
Schneider Electric	de	deu	Schneider Electric	2006-03-30	16:18:17	9777
Schneider Electric	ko	kor	슈나이더 일렉트릭	2010-11-03	00:56:12	4199
Schneider Electric	sv	swe	Schneider Electric	2007-10-17	17:29:54	1930
Schneider Electric	it	ita	Schneider Electric	2010-04-12	12:45:53	3412
Schneider Electric	ar	ara	شنايدر إليكتريك	2010-01-26	07:24:47	7204
Schneider Electric	es	spa	Schneider Electric	2011-01-29	13:34:39	2593
Schneider Electric	cs	ces	Schneider Electric	2011-07-05	13:19:25	1279
Schneider Electric	fi	fin	Schneider Electric	2012-05-22	20:28:11	1304
Schneider Electric	da	dan	Schneider Electric	2008-10-18	09:44:00	1397
Schneider Electric	zh	zho	施耐德电气	2011-11-16	15:35:24	4841
Schneider Electric	ja	jpn	シュナイダーエレクトリック	2007-02-16	15:48:51	6541
Schneider Electric	pl	pol	Schneider Electric	2007-05-18	20:55:25	3884
Schneider Electric	he	heb	שניידר אלקטריק	2010-01-11	17:46:32	3590
Sanofi	en	eng	Sanofi	2004-03-31	16:54:46	12509
Sanofi	zh	zho	赛诺菲	2006-03-08	07:41:45	5198
Sanofi	ca	cat	Sanofi-Aventis	2009-03-20	14:09:31	6642
Sanofi	it	ita	Sanofi Aventis	2006-08-23	16:22:48	6246
Sanofi	id	msa	Sanofi-Aventis	2007-09-30	03:30:25	2628
Sanofi	es	spa	Sanofi-Aventis	2005-07-24	16:20:12	2833
Sanofi	ru	rus	Sanofi	2008-11-01	16:39:42	12565
Sanofi	nl	nld	Sanofi-aventis	2008-05-14	11:04:08	6042
Sanofi	pt	por	Sanofi-Aventis	2006-03-11	15:53:46	2212
Sanofi	no	nor	Sanofi-Aventis	2009-08-28	20:12:31	1411
Sanofi	tr	tur	Sanofi-Aventis	2010-12-24	02:54:23	931
Sanofi	ro	ron	Sanofi-Aventis	2007-08-28	20:23:46	2666
Sanofi	pl	pol	Sanofi-Aventis	2006-08-17	13:30:27	6368
Sanofi	fr	fra	Sanofi	2004-12-26	10:27:59	23438
Sanofi	bg	bul	Санофи-Авентис	2005-10-22	17:21:44	2087
Sanofi	de	deu	Sanofi-Aventis	2004-10-19	22:45:03	15318
Sanofi	fa	fas	سانوفی	2011-12-09	15:35:04	3304
Sanofi	ja	jpn	サノフィ	2006-12-13	19:46:17	9743
Sanofi	he	heb	סאנופי-אוונטיס	2008-09-26	22:58:42	2020
Sanofi	sr	hbs	Sanofi	2012-02-25	21:50:49	4186
Sanofi	ko	kor	사노피아벤티스	2010-04-10	13:33:08	1737
Sanofi	sv	swe	Sanofi	2007-05-17	16:28:09	5000
Banco Bilbao Vizcaya Argentaria	fr	fra	Banco Bilbao Vizcaya Argentaria	2005-09-13	02:31:03	4969
Banco Bilbao Vizcaya Argentaria	bg	bul	BBVA	2010-09-22	09:39:08	2917
Banco Bilbao Vizcaya Argentaria	nl	nld	Banco Bilbao Vizcaya Argentaria	2008-01-28	10:00:56	1537
Banco Bilbao Vizcaya Argentaria	pt	por	Banco Bilbao Vizcaya Argentaria	2007-10-03	23:17:30	6173
Banco Bilbao Vizcaya Argentaria	ca	cat	Banco Bilbao Vizcaya Argentaria	2007-11-27	18:37:07	7800
Banco Bilbao Vizcaya Argentaria	de	deu	Banco Bilbao Vizcaya Argentaria	2006-03-26	12:53:07	30110
Banco Bilbao Vizcaya Argentaria	ko	kor	BBVA	2012-06-20	10:40:22	970
Banco Bilbao Vizcaya Argentaria	it	ita	Banco Bilbao Vizcaya Argentaria	2006-06-12	18:53:56	8292
Banco Bilbao Vizcaya Argentaria	id	msa	Banco Bilbao Vizcaya Argentaria	2006-04-22	00:13:57	2991
Banco Bilbao Vizcaya Argentaria	gl	glg	Banco Bilbao Vizcaya Argentaria	2009-11-10	19:18:33	6736
Banco Bilbao Vizcaya Argentaria	lt	lit	Banco Bilbao Vizcaya Argentaria	2011-02-14	12:27:46	1975
Banco Bilbao Vizcaya Argentaria	ar	ara	بانكو بيلباو فيزكايا أرجنتاريا	2012-07-07	09:30:15	5313
Banco Bilbao Vizcaya Argentaria	en	eng	Banco Bilbao Vizcaya Argentaria	2004-12-22	10:31:13	17932
Banco Bilbao Vizcaya Argentaria	et	est	Banco Bilbao Vizcaya Argentaria	2008-06-29	20:41:46	1396
Banco Bilbao Vizcaya Argentaria	eu	eus	Banco Bilbao Vizcaya Argentaria	2006-05-07	09:50:08	3130
Banco Bilbao Vizcaya Argentaria	fi	fin	Banco Bilbao Vizcaya Argentaria	2006-11-13	08:37:31	2084
Banco Bilbao Vizcaya Argentaria	ro	ron	Banco Bilbao Vizcaya Argentaria	2008-08-07	07:50:56	3366
Banco Bilbao Vizcaya Argentaria	ja	jpn	ビルバオ・ビスカヤ・アルヘンタリア銀行	2011-03-04	23:23:45	3893
Banco Bilbao Vizcaya Argentaria	es	spa	Banco Bilbao Vizcaya Argentaria	2006-03-08	03:48:12	8606
Northrop Grumman	en	eng	Northrop Grumman	2003-04-26	20:42:25	41832
Northrop Grumman	zh	zho	诺斯洛普·格鲁门	2006-04-04	09:27:28	8081
Northrop Grumman	it	ita	Northrop Grumman Corporation	2005-10-30	03:20:44	4473
Northrop Grumman	ar	ara	نورثروب جرومان	2007-12-24	14:04:12	3850
Northrop Grumman	cs	ces	Northrop Grumman	2008-07-28	19:32:39	2857
Northrop Grumman	gl	glg	Northrop Grumman	2012-06-28	16:38:15	2380
Northrop Grumman	id	msa	Northrop Grumman	2005-04-18	20:30:05	4467
Northrop Grumman	es	spa	Northrop Grumman	2004-09-18	20:17:01	6473
Northrop Grumman	ru	rus	Northrop Grumman Corporation	2007-06-01	07:28:38	6239
Northrop Grumman	pt	por	Northrop Grumman Corporation	2005-12-23	00:21:27	1565
Northrop Grumman	no	nor	Northrop Grumman	2006-11-19	19:57:30	2910
Northrop Grumman	tr	tur	Northrop Grumman	2012-01-24	09:53:37	3001
Northrop Grumman	lt	lit	Northrop Grumman	2009-02-10	08:21:39	10411
Northrop Grumman	th	tha	นอร์ทธรอป กรัมแมน	2010-10-01	04:34:03	12548
Northrop Grumman	ro	ron	Northrop Grumman	2007-06-23	09:04:04	1501
Northrop Grumman	pl	pol	Northrop Grumman Corporation	2007-01-29	15:43:16	4772
Northrop Grumman	be	bel	Northrop Grumman Corporation	2007-04-06	07:52:32	4503
Northrop Grumman	fr	fra	Northrop Grumman	2005-11-03	20:20:34	4309
Northrop Grumman	hr	hbs	Northrop Grumman	2007-06-08	01:24:00	2563
Northrop Grumman	de	deu	Northrop Grumman	2005-05-13	09:22:06	4882
Northrop Grumman	da	dan	Northrop Grumman Corporation	2006-12-22	15:56:07	2593
Northrop Grumman	fa	fas	نورتروپ گرومن	2010-05-06	07:28:41	2143
Northrop Grumman	fi	fin	Northrop Grumman	2007-05-17	18:54:45	4064
Northrop Grumman	ja	jpn	ノースロップ・グラマン	2006-05-13	10:51:23	6568
Northrop Grumman	he	heb	נורת'רופ גראמן	2006-07-08	15:30:06	13972
Northrop Grumman	ko	kor	노스럽 그러먼	2011-08-25	07:38:01	1369
Northrop Grumman	sv	swe	Northrop Grumman	2009-12-22	18:51:02	9917
Northrop Grumman	ms	msa	Northrop Grumman	2009-05-05	10:34:16	5979
Nokia	eo	epo	Nokia (kompanio)	2005-12-02	11:29:53	9900
Nokia	en	eng	Nokia	2001-05-04	00:36:38	121934
Nokia	zh	zho	诺基亚	2004-05-11	12:05:19	10843
Nokia	vi	vie	Nokia	2006-02-16	04:46:08	20960
