cultexp
eng	772.138
deu	645.138
fra	593.626
ita	394.836
zho	237.1
jpn	169
rus	134
nld	133.2
spa	100.535
ara	86.048
twit.eig
eng	1
spa	0.693458419022746
por	0.570558612190605
fra	0.508144128195
nld	0.475438332157709
ita	0.47336187734824
ces	0.427695513933463
deu	0.345795250405766
cat	0.317458179984351
tur	0.310011191468417
wiki.eig
eng	1
deu	0.881853885828308
fra	0.818472173093031
spa	0.722866816754267
jpn	0.716780194239307
ita	0.66787741888798
rus	0.641438481118609
swe	0.637980708718282
nld	0.582232256103463
pol	0.521210982692337
book.eig
eng	1
deu	0.948573661161243
fra	0.908485778147256
rus	0.857987629055577
spa	0.777157259129473
ita	0.666951794601442
swe	0.571497110044563
pol	0.547185866425526
nld	0.540485899013472
dan	0.502651584265193
numppl
France	542
Germany	536
Britain	531
Italy	389
USA	297
China	237
Japan	169
Russia	134
Anc Greece	134
India	93
Arab World	86
