cultexp
eng	788.103
deu	643.218
fra	590.271
ita	393.224
zho	237.163
jpn	169
rus	134
nld	133.2
spa	104.024
ara	86.048
twit.eig
eng	1
por	0.507845665182444
spa	0.502116098052256
nld	0.152647883419535
ara	0.0782142230918448
jpn	0.0637320179989406
fra	0.0533202868027797
ita	0.0363186589524597
tur	0.0347441694563833
deu	0.0246840608785545
wiki.eig
eng	1
deu	0.72610657024536
fra	0.512415070261456
spa	0.436014229891983
ita	0.238190143793654
rus	0.230029977147793
nld	0.20456514509108
jpn	0.188067027035558
por	0.166644139175541
pol	0.142301423334057
book.eig
eng	1
deu	0.648231414884667
fra	0.617473350582363
spa	0.425243842410957
jpn	0.279954166010027
nld	0.251345089545005
por	0.153926092750468
pol	0.142573049373259
swe	0.142106221372973
dan	0.118015772045485
country_code	total_exports
FR	542
DE	536
GB	531
IT	389
US	297
CN	237
JP	169
RU	134
Anc. Greece	134
IN	93
Arab World	86
