Final_Code	Final_Name	Status	Partner_Agency	639_3	639_2	639_2_B	639_1	Common_Twitter_Wiki_Code	Twitter_CLD_Only_Code	Wiki_Only_Code	Reference_Name	Element_Scope	Language_Type	Documentation
hus	Huastec	A	SIL	hus							Huastec	I	L	SIL
hut	Humla	A	SIL	hut							Humla	I	L	SIL
huu	Murui Huitoto	A	SIL	huu							Murui Huitoto	I	L	SIL
huv	San Mateo Del Mar Huave	A	SIL	huv							San Mateo Del Mar Huave	I	L	SIL
huw	Hukumina	A	SIL	huw							Hukumina	I	E	SIL
hux	Nüpode Huitoto	A	SIL	hux							Nüpode Huitoto	I	L	SIL
huy	Hulaulá	A	SIL	huy							Hulaulá	I	L	SIL
huz	Hunzib	A	SIL	huz							Hunzib	I	L	SIL
hva	San Luís Potosí Huastec	R	SIL	hva							San Luís Potosí Huastec	I	L	
hvc	Haitian Vodoun Culture Language	A	SIL	hvc							Haitian Vodoun Culture Language	I	L	SIL
hve	San Dionisio Del Mar Huave	A	SIL	hve							San Dionisio Del Mar Huave	I	L	SIL
hvk	Haveke	A	SIL	hvk							Haveke	I	L	SIL
hvn	Sabu	A	SIL	hvn							Sabu	I	L	SIL
hvv	Santa María Del Mar Huave	A	SIL	hvv							Santa María Del Mar Huave	I	L	SIL
hwa	Wané	A	SIL	hwa							Wané	I	L	SIL
hwc	Hawai'i Creole English	A	SIL	hwc							Hawai'i Creole English	I	L	SIL
hwo	Hwana	A	SIL	hwo							Hwana	I	L	SIL
hya	Hya	A	SIL	hya							Hya	I	L	SIL
hye	Armenian	A	JAC	hye	hye	arm	hy	hy			Armenian	I	L	SIL
iai	Iaai	A	SIL	iai							Iaai	I	L	SIL
ian	Iatmul	A	SIL	ian							Iatmul	I	L	SIL
iap	Iapama	A	SIL	iap							Iapama	I	L	SIL
iar	Purari	A	SIL	iar							Purari	I	L	SIL
iba	Iban	A	JAC	iba	iba						Iban	I	L	SIL
ibb	Ibibio	A	SIL	ibb							Ibibio	I	L	SIL
ibd	Iwaidja	A	SIL	ibd							Iwaidja	I	L	SIL
ibe	Akpes	A	SIL	ibe							Akpes	I	L	SIL
ibg	Ibanag	A	SIL	ibg							Ibanag	I	L	SIL
ibi	Ibilo	R	SIL	ibi							Ibilo	I	L	
ibl	Ibaloi	A	SIL	ibl							Ibaloi	I	L	SIL
ibm	Agoi	A	SIL	ibm							Agoi	I	L	SIL
ibn	Ibino	A	SIL	ibn							Ibino	I	L	SIL
ibo	Igbo	A	JAC	ibo	ibo		ig			ig	Igbo	I	L	SIL
ibr	Ibuoro	A	SIL	ibr							Ibuoro	I	L	SIL
ibu	Ibu	A	SIL	ibu							Ibu	I	L	SIL
iby	Ibani	A	SIL	iby							Ibani	I	L	SIL
ica	Ede Ica	A	SIL	ica							Ede Ica	I	L	SIL
ich	Etkywan	A	SIL	ich							Etkywan	I	L	SIL
icl	Icelandic Sign Language	A	SIL	icl							Icelandic Sign Language	I	L	SIL
icr	Islander Creole English	A	SIL	icr							Islander Creole English	I	L	SIL
idb	Indo-Portuguese	A	SIL	idb							Indo-Portuguese	I	L	SIL
idc	Idon	A	SIL	idc							Idon	I	L	SIL
idd	Ede Idaca	A	SIL	idd							Ede Idaca	I	L	SIL
ide	Idere	A	SIL	ide							Idere	I	L	SIL
idi	Idi	A	SIL	idi							Idi	I	L	SIL
ido	Ido	A	JAC	ido	ido		io			io	Ido	I	C	LL
idr	Indri	A	SIL	idr							Indri	I	L	SIL
ids	Idesa	A	SIL	ids							Idesa	I	L	SIL
idt	Idaté	A	SIL	idt							Idaté	I	L	SIL
idu	Idoma	A	SIL	idu							Idoma	I	L	SIL
ifa	Amganad Ifugao	A	SIL	ifa							Amganad Ifugao	I	L	SIL
ifb	Batad Ifugao	A	SIL	ifb							Batad Ifugao	I	L	SIL
ife	Ifè	A	SIL	ife							Ifè	I	L	SIL
iff	Ifo	A	SIL	iff							Ifo	I	E	SIL
ifk	Tuwali Ifugao	A	SIL	ifk							Tuwali Ifugao	I	L	SIL
ifm	Teke-Fuumu	A	SIL	ifm							Teke-Fuumu	I	L	SIL
ifu	Mayoyao Ifugao	A	SIL	ifu							Mayoyao Ifugao	I	L	SIL
ify	Keley-I Kallahan	A	SIL	ify							Keley-I Kallahan	I	L	SIL
igb	Ebira	A	SIL	igb							Ebira	I	L	SIL
ige	Igede	A	SIL	ige							Igede	I	L	SIL
igg	Igana	A	SIL	igg							Igana	I	L	SIL
igl	Igala	A	SIL	igl							Igala	I	L	SIL
igm	Kanggape	A	SIL	igm							Kanggape	I	L	SIL
ign	Ignaciano	A	SIL	ign							Ignaciano	I	L	SIL
igo	Isebe	A	SIL	igo							Isebe	I	L	SIL
igs	Interglossa	A	LL	igs							Interglossa	I	C	
igw	Igwe	A	SIL	igw							Igwe	I	L	SIL
ihb	Iha Based Pidgin	A	SIL	ihb							Iha Based Pidgin	I	L	SIL
ihi	Ihievbe	A	SIL	ihi							Ihievbe	I	L	SIL
ihp	Iha	A	SIL	ihp							Iha	I	L	SIL
ihw	Bidhawal	A	LL	ihw							Bidhawal	I	E	
iii	Sichuan Yi	A	JAC	iii	iii		ii			ii	Sichuan Yi	I	L	SIL
ijc	Izon	A	SIL	ijc							Izon	I	L	SIL
ije	Biseni	A	SIL	ije							Biseni	I	L	SIL
ijj	Ede Ije	A	SIL	ijj							Ede Ije	I	L	SIL
ijn	Kalabari	A	SIL	ijn							Kalabari	I	L	SIL
ijs	Southeast Ijo	A	SIL	ijs							Southeast Ijo	I	L	SIL
iki	Iko	A	SIL	iki							Iko	I	L	SIL
ikk	Ika	A	SIL	ikk							Ika	I	L	SIL
ikl	Ikulu	A	SIL	ikl							Ikulu	I	L	SIL
iko	Olulumo-Ikom	A	SIL	iko							Olulumo-Ikom	I	L	SIL
ikp	Ikpeshi	A	SIL	ikp							Ikpeshi	I	L	SIL
iku	Inuktitut	A	SIL	ike							Eastern Canadian Inuktitut	I	L	SIL
iku	Inuktitut	A	SIL	ikt							Inuinnaqtun	I	L	SIL
iku	Inuktitut	A	JAC	iku	iku		iu	iu			Inuktitut	M	L	
ikv	Iku-Gora-Ankwa	A	SIL	ikv							Iku-Gora-Ankwa	I	L	SIL
ikw	Ikwere	A	SIL	ikw							Ikwere	I	L	SIL
ikx	Ik	A	SIL	ikx							Ik	I	L	SIL
ikz	Ikizu	A	SIL	ikz							Ikizu	I	L	SIL
ila	Ile Ape	A	SIL	ila							Ile Ape	I	L	SIL
ilb	Ila	A	SIL	ilb							Ila	I	L	SIL
ile	Interlingue	A	JAC	ile	ile		ie	ie			Interlingue	I	C	
ilg	Garig-Ilgar	A	SIL	ilg							Garig-Ilgar	I	E	SIL
ili	Ili Turki	A	SIL	ili							Ili Turki	I	L	SIL
ilk	Ilongot	A	SIL	ilk							Ilongot	I	L	SIL
ill	Iranun	A	SIL	ill							Iranun	I	L	SIL
ilo	Iloko	A	JAC	ilo	ilo						Iloko	I	L	SIL
ils	International Sign	A	SIL	ils							International Sign	I	L	
ilu	Ili'uun	A	SIL	ilu							Ili'uun	I	L	SIL
ilv	Ilue	A	SIL	ilv							Ilue	I	L	SIL
ilw	Talur	A	SIL	ilw							Talur	I	L	SIL
ima	Mala Malasar	A	SIL	ima							Mala Malasar	I	L	SIL
ime	Imeraguen	A	SIL	ime							Imeraguen	I	L	SIL
imi	Anamgura	A	SIL	imi							Anamgura	I	L	SIL
iml	Miluk	A	LL	iml							Miluk	I	E	
imn	Imonda	A	SIL	imn							Imonda	I	L	SIL
imo	Imbongu	A	SIL	imo							Imbongu	I	L	SIL
imr	Imroing	A	SIL	imr							Imroing	I	L	SIL
ims	Marsian	A	LL	ims							Marsian	I	A	
imy	Milyan	A	LL	imy							Milyan	I	A	
ina	Interlingua (International Auxiliary Language Association)	A	JAC	ina	ina		ia	ia			Interlingua (International Auxiliary Language Association)	I	C	LL
inb	Inga	A	SIL	inb							Inga	I	L	SIL
ing	Degexit'an	A	SIL	ing							Degexit'an	I	L	SIL
inh	Ingush	A	JAC	inh	inh						Ingush	I	L	SIL
inj	Jungle Inga	A	SIL	inj							Jungle Inga	I	L	SIL
inl	Indonesian Sign Language	A	SIL	inl							Indonesian Sign Language	I	L	SIL
inm	Minaean	A	LL	inm							Minaean	I	A	
inn	Isinai	A	SIL	inn							Isinai	I	L	SIL
ino	Inoke-Yate	A	SIL	ino							Inoke-Yate	I	L	SIL
inp	Iñapari	A	SIL	inp							Iñapari	I	L	SIL
ins	Indian Sign Language	A	SIL	ins							Indian Sign Language	I	L	SIL
int	Intha	A	SIL	int							Intha	I	L	SIL
inz	Ineseño	A	SIL	inz							Ineseño	I	E	SIL
ior	Inor	A	SIL	ior							Inor	I	L	SIL
iou	Tuma-Irumu	A	SIL	iou							Tuma-Irumu	I	L	SIL
iow	Iowa-Oto	A	SIL	iow							Iowa-Oto	I	E	SIL
ipi	Ipili	A	SIL	ipi							Ipili	I	L	SIL
ipk	Inupiaq	A	SIL	esi							North Alaskan Inupiatun	I	L	SIL
ipk	Inupiaq	A	SIL	esk							Northwest Alaska Inupiatun	I	L	SIL
ipk	Inupiaq	A	JAC	ipk	ipk		ik	ik			Inupiaq	M	L	
ipo	Ipiko	A	SIL	ipo							Ipiko	I	L	SIL
iqu	Iquito	A	SIL	iqu							Iquito	I	L	SIL
ire	Iresim	A	SIL	ire							Iresim	I	L	SIL
irh	Irarutu	A	SIL	irh							Irarutu	I	L	SIL
iri	Irigwe	A	SIL	iri							Irigwe	I	L	SIL
irk	Iraqw	A	SIL	irk							Iraqw	I	L	SIL
irn	Irántxe	A	SIL	irn							Irántxe	I	L	SIL
irr	Ir	A	SIL	irr							Ir	I	L	SIL
iru	Irula	A	SIL	iru							Irula	I	L	SIL
irx	Kamberau	A	SIL	irx							Kamberau	I	L	SIL
iry	Iraya	A	SIL	iry							Iraya	I	L	SIL
isa	Isabi	A	SIL	isa							Isabi	I	L	SIL
isc	Isconahua	A	SIL	isc							Isconahua	I	L	SIL
isd	Isnag	A	SIL	isd							Isnag	I	L	SIL
ise	Italian Sign Language	A	SIL	ise							Italian Sign Language	I	L	SIL
isg	Irish Sign Language	A	SIL	isg							Irish Sign Language	I	L	SIL
ish	Esan	A	SIL	ish							Esan	I	L	SIL
isi	Nkem-Nkum	A	SIL	isi							Nkem-Nkum	I	L	SIL
isk	Ishkashimi	A	SIL	isk							Ishkashimi	I	L	
isl	Icelandic	A	JAC	isl	isl	ice	is	is			Icelandic	I	L	SIL
ism	Masimasi	A	SIL	ism							Masimasi	I	L	SIL
isn	Isanzu	A	SIL	isn							Isanzu	I	L	SIL
iso	Isoko	A	SIL	iso							Isoko	I	L	SIL
isr	Israeli Sign Language	A	SIL	isr							Israeli Sign Language	I	L	SIL
ist	Istriot	A	SIL	ist							Istriot	I	L	SIL
isu	Isu (Menchum Division)	A	SIL	isu							Isu (Menchum Division)	I	L	SIL
ita	Italian	A	JAC	ita	ita		it	it			Italian	I	L	SIL
itb	Binongan Itneg	A	SIL	itb							Binongan Itneg	I	L	SIL
ite	Itene	A	SIL	ite							Itene	I	E	SIL
iti	Inlaod Itneg	A	SIL	iti							Inlaod Itneg	I	L	SIL
itk	Judeo-Italian	A	SIL	itk							Judeo-Italian	I	L	SIL
itl	Itelmen	A	SIL	itl							Itelmen	I	L	SIL
itm	Itu Mbon Uzo	A	SIL	itm							Itu Mbon Uzo	I	L	SIL
ito	Itonama	A	SIL	ito							Itonama	I	L	SIL
itr	Iteri	A	SIL	itr							Iteri	I	L	SIL
its	Isekiri	A	SIL	its							Isekiri	I	L	SIL
itt	Maeng Itneg	A	SIL	itt							Maeng Itneg	I	L	SIL
itu	Itutang	R	SIL	itu							Itutang	I	L	
itv	Itawit	A	SIL	itv							Itawit	I	L	SIL
itw	Ito	A	SIL	itw							Ito	I	L	SIL
itx	Itik	A	SIL	itx							Itik	I	L	SIL
ity	Moyadan Itneg	A	SIL	ity							Moyadan Itneg	I	L	SIL
itz	Itzá	A	SIL	itz							Itzá	I	L	SIL
ium	Iu Mien	A	SIL	ium							Iu Mien	I	L	SIL
ivb	Ibatan	A	SIL	ivb							Ibatan	I	L	SIL
ivv	Ivatan	A	SIL	ivv							Ivatan	I	L	SIL
iwk	I-Wak	A	SIL	iwk							I-Wak	I	L	SIL
iwm	Iwam	A	SIL	iwm							Iwam	I	L	SIL
iwo	Iwur	A	SIL	iwo							Iwur	I	L	SIL
iws	Sepik Iwam	A	SIL	iws							Sepik Iwam	I	L	SIL
ixc	Ixcatec	A	SIL	ixc							Ixcatec	I	L	SIL
ixi	Nebaj Ixil	R	SIL	ixi							Nebaj Ixil	I	L	
ixj	Chajul Ixil	R	SIL	ixj							Chajul Ixil	I	L	
ixl	Ixil	A	SIL	ixl							Ixil	I	L	SIL
iya	Iyayu	A	SIL	iya							Iyayu	I	L	SIL
iyo	Mesaka	A	SIL	iyo							Mesaka	I	L	SIL
iyx	Yaka (Congo)	A	SIL	iyx							Yaka (Congo)	I	L	SIL
izh	Ingrian	A	SIL	izh							Ingrian	I	L	SIL
izi	Izi-Ezaa-Ikwo-Mgbo	A	SIL	izi							Izi-Ezaa-Ikwo-Mgbo	I	L	SIL
izr	Izere	A	SIL	izr							Izere	I	L	SIL
jaa	Jamamadí	A	SIL	jaa							Jamamadí	I	L	SIL
jab	Hyam	A	SIL	jab							Hyam	I	L	SIL
jac	Popti'	A	SIL	jac							Popti'	I	L	SIL
jad	Jahanka	A	SIL	jad							Jahanka	I	L	SIL
jae	Yabem	A	SIL	jae							Yabem	I	L	SIL
jaf	Jara	A	SIL	jaf							Jara	I	L	SIL
jah	Jah Hut	A	SIL	jah							Jah Hut	I	L	SIL
jai	Western Jacalteco	R	SIL	jai							Western Jacalteco	I	L	
jaj	Zazao	A	SIL	jaj							Zazao	I	L	SIL
jal	Yalahatan	A	SIL	jal							Yalahatan	I	L	SIL
jam	Jamaican Creole English	A	SIL	jam							Jamaican Creole English	I	L	SIL
jan	Jandai	A	LL	jan							Jandai	I	E	
jao	Yanyuwa	A	SIL	jao							Yanyuwa	I	L	SIL
jap	Jaruára	R	SIL	jap							Jaruára	I	L	
jaq	Yaqay	A	SIL	jaq							Yaqay	I	L	SIL
jar	Jarawa (Nigeria)	R	SIL	jar							Jarawa (Nigeria)	I	L	
jas	New Caledonian Javanese	A	SIL	jas							New Caledonian Javanese	I	L	SIL
jau	Yaur	A	SIL	jau							Yaur	I	L	SIL
jav	Javanese	A	JAC	jav	jav		jv		jw	jv	Javanese	I	L	SIL
jay	Yan-nhangu	A	SIL	jay							Yan-nhangu	I	L	SIL
jaz	Jawe	A	SIL	jaz							Jawe	I	L	SIL
jbe	Judeo-Berber	A	SIL	jbe							Judeo-Berber	I	L	SIL
jbj	Arandai	A	SIL	jbj							Arandai	I	L	SIL
jbk	Barikewa	A	SIL	jbk							Barikewa	I	L	
jbn	Nafusi	A	SIL	jbn							Nafusi	I	L	SIL
jbo	Lojban	A	JAC	jbo	jbo						Lojban	I	C	LL
jbr	Jofotek-Bromnya	A	SIL	jbr							Jofotek-Bromnya	I	L	SIL
jbt	Jabutí	A	SIL	jbt							Jabutí	I	L	SIL
jbu	Jukun Takum	A	SIL	jbu							Jukun Takum	I	L	SIL
jbw	Yawijibaya	A	LL	jbw							Yawijibaya	I	E	
jcs	Jamaican Country Sign Language	A	SIL	jcs							Jamaican Country Sign Language	I	L	SIL
jct	Krymchak	A	SIL	jct							Krymchak	I	L	SIL
jda	Jad	A	SIL	jda							Jad	I	L	SIL
jdg	Jadgali	A	SIL	jdg							Jadgali	I	L	SIL
jdt	Judeo-Tat	A	SIL	jdt							Judeo-Tat	I	L	SIL
jeb	Jebero	A	SIL	jeb							Jebero	I	L	SIL
jee	Jerung	A	SIL	jee							Jerung	I	L	SIL
jeg	Jeng	A	SIL	jeg							Jeng	I	L	SIL
jeh	Jeh	A	SIL	jeh							Jeh	I	L	SIL
jei	Yei	A	SIL	jei							Yei	I	L	SIL
jek	Jeri Kuo	A	SIL	jek							Jeri Kuo	I	L	SIL
jel	Yelmek	A	SIL	jel							Yelmek	I	L	SIL
jen	Dza	A	SIL	jen							Dza	I	L	SIL
jer	Jere	A	SIL	jer							Jere	I	L	SIL
jet	Manem	A	SIL	jet							Manem	I	L	SIL
jeu	Jonkor Bourmataguil	A	SIL	jeu							Jonkor Bourmataguil	I	L	SIL
jgb	Ngbee	A	SIL	jgb							Ngbee	I	E	SIL
jge	Judeo-Georgian	A	SIL	jge							Judeo-Georgian	I	L	SIL
jgk	Gwak	A	SIL	jgk							Gwak	I	L	
jgo	Ngomba	A	SIL	jgo							Ngomba	I	L	SIL
jhi	Jehai	A	SIL	jhi							Jehai	I	L	SIL
jhs	Jhankot Sign Language	A	SIL	jhs							Jhankot Sign Language	I	L	SIL
jia	Jina	A	SIL	jia							Jina	I	L	SIL
jib	Jibu	A	SIL	jib							Jibu	I	L	SIL
jic	Tol	A	SIL	jic							Tol	I	L	SIL
jid	Bu	A	SIL	jid							Bu	I	L	SIL
jie	Jilbe	A	SIL	jie							Jilbe	I	L	SIL
jig	Djingili	A	SIL	jig							Djingili	I	L	SIL
jih	sTodsde	A	SIL	jih							sTodsde	I	L	SIL
jii	Jiiddu	A	SIL	jii							Jiiddu	I	L	SIL
jil	Jilim	A	SIL	jil							Jilim	I	L	SIL
jim	Jimi (Cameroon)	A	SIL	jim							Jimi (Cameroon)	I	L	SIL
jio	Jiamao	A	SIL	jio							Jiamao	I	L	SIL
jiq	Guanyinqiao	A	SIL	jiq							Guanyinqiao	I	L	SIL
jit	Jita	A	SIL	jit							Jita	I	L	SIL
jiu	Youle Jinuo	A	SIL	jiu							Youle Jinuo	I	L	SIL
jiv	Shuar	A	SIL	jiv							Shuar	I	L	SIL
jiy	Buyuan Jinuo	A	SIL	jiy							Buyuan Jinuo	I	L	SIL
jjr	Bankal	A	SIL	jjr							Bankal	I	L	
jkm	Mobwa Karen	A	SIL	jkm							Mobwa Karen	I	L	
jko	Kubo	A	SIL	jko							Kubo	I	L	SIL
jkp	Paku Karen	A	SIL	jkp							Paku Karen	I	L	
jkr	Koro (India)	A	SIL	jkr							Koro (India)	I	L	
jku	Labir	A	SIL	jku							Labir	I	L	SIL
jle	Ngile	A	SIL	jle							Ngile	I	L	SIL
jls	Jamaican Sign Language	A	SIL	jls							Jamaican Sign Language	I	L	
jma	Dima	A	SIL	jma							Dima	I	L	SIL
jmb	Zumbun	A	SIL	jmb							Zumbun	I	L	SIL
jmc	Machame	A	SIL	jmc							Machame	I	L	SIL
jmd	Yamdena	A	SIL	jmd							Yamdena	I	L	SIL
jmi	Jimi (Nigeria)	A	SIL	jmi							Jimi (Nigeria)	I	L	SIL
jml	Jumli	A	SIL	jml							Jumli	I	L	SIL
jmn	Makuri Naga	A	SIL	jmn							Makuri Naga	I	L	SIL
jmr	Kamara	A	SIL	jmr							Kamara	I	L	SIL
jms	Mashi (Nigeria)	A	SIL	jms							Mashi (Nigeria)	I	L	SIL
jmw	Mouwase	A	SIL	jmw							Mouwase	I	L	
jmx	Western Juxtlahuaca Mixtec	A	SIL	jmx							Western Juxtlahuaca Mixtec	I	L	SIL
jna	Jangshung	A	SIL	jna							Jangshung	I	L	SIL
jnd	Jandavra	A	SIL	jnd							Jandavra	I	L	SIL
jng	Yangman	A	SIL	jng							Yangman	I	E	SIL
jni	Janji	A	SIL	jni							Janji	I	L	SIL
jnj	Yemsa	A	SIL	jnj							Yemsa	I	L	SIL
jnl	Rawat	A	SIL	jnl							Rawat	I	L	SIL
jns	Jaunsari	A	SIL	jns							Jaunsari	I	L	SIL
job	Joba	A	SIL	job							Joba	I	L	SIL
jod	Wojenaka	A	SIL	jod							Wojenaka	I	L	SIL
jor	Jorá	A	SIL	jor							Jorá	I	E	SIL
jos	Jordanian Sign Language	A	SIL	jos							Jordanian Sign Language	I	L	SIL
jow	Jowulu	A	SIL	jow							Jowulu	I	L	SIL
jpa	Jewish Palestinian Aramaic	A	LL	jpa							Jewish Palestinian Aramaic	I	H	
jpn	Japanese	A	JAC	jpn	jpn		ja	ja			Japanese	I	L	SIL
jpr	Judeo-Persian	A	JAC	jpr	jpr						Judeo-Persian	I	L	SIL
jqr	Jaqaru	A	SIL	jqr							Jaqaru	I	L	SIL
jra	Jarai	A	SIL	jra							Jarai	I	L	SIL
jrb	Judeo-Arabic	A	SIL	ajt							Judeo-Tunisian Arabic	I	L	SIL
jrb	Judeo-Arabic	A	SIL	aju							Judeo-Moroccan Arabic	I	L	SIL
jrb	Judeo-Arabic	A	JAC	jrb	jrb						Judeo-Arabic	M	L	
jrb	Judeo-Arabic	A	SIL	jye							Judeo-Yemeni Arabic	I	L	SIL
jrb	Judeo-Arabic	A	SIL	yhd							Judeo-Iraqi Arabic	I	L	SIL
jrb	Judeo-Arabic	A	SIL	yud							Judeo-Tripolitanian Arabic	I	L	SIL
jrr	Jiru	A	SIL	jrr							Jiru	I	L	SIL
jrt	Jorto	A	SIL	jrt							Jorto	I	L	SIL
jru	Japrería	A	SIL	jru							Japrería	I	L	SIL
jsl	Japanese Sign Language	A	SIL	jsl							Japanese Sign Language	I	L	SIL
jua	Júma	A	SIL	jua							Júma	I	L	SIL
jub	Wannu	A	SIL	jub							Wannu	I	L	SIL
juc	Jurchen	A	SIL	juc							Jurchen	I	E	SIL
jud	Worodougou	A	SIL	jud							Worodougou	I	L	SIL
juh	Hõne	A	SIL	juh							Hõne	I	L	SIL
jui	Ngadjuri	A	LL	jui							Ngadjuri	I	E	
juk	Wapan	A	SIL	juk							Wapan	I	L	SIL
jul	Jirel	A	SIL	jul							Jirel	I	L	SIL
jum	Jumjum	A	SIL	jum							Jumjum	I	L	SIL
jun	Juang	A	SIL	jun							Juang	I	L	SIL
juo	Jiba	A	SIL	juo							Jiba	I	L	SIL
jup	Hupdë	A	SIL	jup							Hupdë	I	L	SIL
jur	Jurúna	A	SIL	jur							Jurúna	I	L	SIL
jus	Jumla Sign Language	A	SIL	jus							Jumla Sign Language	I	L	SIL
jut	Jutish	A	SIL	jut							Jutish	I	L	SIL
juu	Ju	A	SIL	juu							Ju	I	L	SIL
juw	Wãpha	A	SIL	juw							Wãpha	I	L	SIL
juy	Juray	A	SIL	juy							Juray	I	L	SIL
jvd	Javindo	A	SIL	jvd							Javindo	I	E	
jvn	Caribbean Javanese	A	SIL	jvn							Caribbean Javanese	I	L	SIL
jwi	Jwira-Pepesa	A	SIL	jwi							Jwira-Pepesa	I	L	SIL
jya	Jiarong	A	SIL	jya							Jiarong	I	L	SIL
jyy	Jaya	A	SIL	jyy							Jaya	I	L	SIL
kaa	Kara-Kalpak	A	JAC	kaa	kaa						Kara-Kalpak	I	L	SIL
kab	Kabyle	A	JAC	kab	kab						Kabyle	I	L	SIL
kac	Kachin	A	JAC	kac	kac						Kachin	I	L	SIL
kad	Adara	A	SIL	kad							Adara	I	L	SIL
kae	Ketangalan	A	SIL	kae							Ketangalan	I	E	SIL
kaf	Katso	A	SIL	kaf							Katso	I	L	SIL
kag	Kajaman	A	SIL	kag							Kajaman	I	L	SIL
kah	Kara (Central African Republic)	A	SIL	kah							Kara (Central African Republic)	I	L	SIL
kai	Karekare	A	SIL	kai							Karekare	I	L	SIL
kaj	Jju	A	SIL	kaj							Jju	I	L	SIL
kak	Kayapa Kallahan	A	SIL	kak							Kayapa Kallahan	I	L	SIL
kal	Kalaallisut	A	JAC	kal	kal		kl	kl			Kalaallisut	I	L	SIL
kam	Kamba (Kenya)	A	JAC	kam	kam						Kamba (Kenya)	I	L	SIL
kan	Kannada	A	JAC	kan	kan		kn	kn			Kannada	I	L	SIL
kao	Xaasongaxango	A	SIL	kao							Xaasongaxango	I	L	SIL
kap	Bezhta	A	SIL	kap							Bezhta	I	L	SIL
kaq	Capanahua	A	SIL	kaq							Capanahua	I	L	SIL
kas	Kashmiri	A	JAC	kas	kas		ks	ks			Kashmiri	I	L	SIL
kat	Georgian	A	JAC	kat	kat	geo	ka	ka			Georgian	I	L	SIL
kau	Kanuri	A	JAC	kau	kau		kr			kr	Kanuri	M	L	
kau	Kanuri	A	SIL	kby							Manga Kanuri	I	L	SIL
kau	Kanuri	A	SIL	knc							Central Kanuri	I	L	SIL
kau	Kanuri	A	SIL	krt							Tumari Kanuri	I	L	SIL
kav	Katukína	A	SIL	kav							Katukína	I	L	SIL
kaw	Kawi	A	JAC	kaw	kaw						Kawi	I	A	
kax	Kao	A	SIL	kax							Kao	I	L	SIL
kay	Kamayurá	A	SIL	kay							Kamayurá	I	L	SIL
kaz	Kazakh	A	JAC	kaz	kaz		kk	kk			Kazakh	I	L	SIL
kba	Kalarko	A	SIL	kba							Kalarko	I	E	SIL
kbb	Kaxuiâna	A	SIL	kbb							Kaxuiâna	I	E	SIL
kbc	Kadiwéu	A	SIL	kbc							Kadiwéu	I	L	SIL
kbd	Kabardian	A	JAC	kbd	kbd						Kabardian	I	L	SIL
kbe	Kanju	A	SIL	kbe							Kanju	I	L	SIL
kbf	Kakauhua	A	SIL	kbf							Kakauhua	I	E	SIL
kbg	Khamba	A	SIL	kbg							Khamba	I	L	SIL
kbh	Camsá	A	SIL	kbh							Camsá	I	L	SIL
kbi	Kaptiau	A	SIL	kbi							Kaptiau	I	L	SIL
kbj	Kari	A	SIL	kbj							Kari	I	L	SIL
kbk	Grass Koiari	A	SIL	kbk							Grass Koiari	I	L	SIL
kbl	Kanembu	A	SIL	kbl							Kanembu	I	L	SIL
kbm	Iwal	A	SIL	kbm							Iwal	I	L	SIL
kbn	Kare (Central African Republic)	A	SIL	kbn							Kare (Central African Republic)	I	L	SIL
kbo	Keliko	A	SIL	kbo							Keliko	I	L	SIL
kbp	Kabiyè	A	SIL	kbp							Kabiyè	I	L	SIL
kbq	Kamano	A	SIL	kbq							Kamano	I	L	SIL
kbr	Kafa	A	SIL	kbr							Kafa	I	L	SIL
kbs	Kande	A	SIL	kbs							Kande	I	L	SIL
kbt	Abadi	A	SIL	kbt							Abadi	I	L	SIL
kbu	Kabutra	A	SIL	kbu							Kabutra	I	L	SIL
kbv	Dera (Indonesia)	A	SIL	kbv							Dera (Indonesia)	I	L	SIL
kbw	Kaiep	A	SIL	kbw							Kaiep	I	L	SIL
kbx	Ap Ma	A	SIL	kbx							Ap Ma	I	L	SIL
kbz	Duhwa	A	SIL	kbz							Duhwa	I	L	SIL
kca	Khanty	A	SIL	kca							Khanty	I	L	SIL
kcb	Kawacha	A	SIL	kcb							Kawacha	I	L	SIL
kcc	Lubila	A	SIL	kcc							Lubila	I	L	SIL
kcd	Ngkâlmpw Kanum	A	SIL	kcd							Ngkâlmpw Kanum	I	L	SIL
kce	Kaivi	A	SIL	kce							Kaivi	I	L	SIL
kcf	Ukaan	A	SIL	kcf							Ukaan	I	L	SIL
kcg	Tyap	A	SIL	kcg							Tyap	I	L	SIL
kch	Vono	A	SIL	kch							Vono	I	L	SIL
kci	Kamantan	A	SIL	kci							Kamantan	I	L	SIL
kcj	Kobiana	A	SIL	kcj							Kobiana	I	L	SIL
kck	Kalanga	A	SIL	kck							Kalanga	I	L	SIL
kcl	Kela (Papua New Guinea)	A	SIL	kcl							Kela (Papua New Guinea)	I	L	SIL
kcm	Gula (Central African Republic)	A	SIL	kcm							Gula (Central African Republic)	I	L	SIL
kcn	Nubi	A	SIL	kcn							Nubi	I	L	SIL
kco	Kinalakna	A	SIL	kco							Kinalakna	I	L	SIL
kcp	Kanga	A	SIL	kcp							Kanga	I	L	SIL
kcq	Kamo	A	SIL	kcq							Kamo	I	L	SIL
kcr	Katla	A	SIL	kcr							Katla	I	L	SIL
kcs	Koenoem	A	SIL	kcs							Koenoem	I	L	SIL
kct	Kaian	A	SIL	kct							Kaian	I	L	SIL
