cultexp
eng	461.43
deu	330.872
fra	258.138
rus	118
ita	60.988
spa	59.86
jpn	57
nld	47.2
ces	28
zho	22.1
twit.eig
eng	1
spa	0.693458419022746
por	0.570558612190605
fra	0.508144128195
nld	0.475438332157708
ita	0.473361877348239
ces	0.427695513933462
deu	0.345795250405766
cat	0.317458179984351
tur	0.310011191468417
wiki.eig
eng	1
deu	0.881853885828309
fra	0.818472173093033
spa	0.722866816754268
jpn	0.716780194239308
ita	0.66787741888798
rus	0.641438481118609
swe	0.637980708718283
nld	0.582232256103463
pol	0.521210982692338
book.eig
eng	1
deu	0.948573661161243
fra	0.908485778147257
rus	0.857987629055577
spa	0.777157259129473
ita	0.666951794601443
swe	0.571497110044564
pol	0.547185866425526
nld	0.540485899013472
dan	0.502651584265194
numppl
USA	272
Germany	267
France	236
Britain	230
Russia	118
Italy	58
Japan	57
Austria	48
Switzerland	32
Netherlands	31
Czech	28
